"id","source_website_address","city","zbkzj","kbjj","k1","k2"
"ah-huainan-3db8c690-21fd-4ffa-92cb-152b0629c35f-1KB","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012002/20230504/3db8c690-21fd-4ffa-92cb-152b0629c35f-1KB.html","淮南市",,"1207788.00","-9.4","-9.8"
"ah-huainan-3e898097-780e-4520-9d8a-7d94bc277152-1KB","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012002/20221108/3e898097-780e-4520-9d8a-7d94bc277152-1KB.html","淮南市","18945816.44","16983217.29","0.45","0.97"
"ah-huainan-3ea1a125-7285-47f3-8215-8c0efee7812c","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012002/20211012/3ea1a125-7285-47f3-8215-8c0efee7812c.html","淮南市","4412537.80","4103660.15","-5.2","-8.4"
"ah-huainan-3fa7e1ed-14dc-479b-b71e-24793b8ad222","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012001/20211026/3fa7e1ed-14dc-479b-b71e-24793b8ad222.html","淮南市","3995500.73","3995500.73","0",
"ah-huainan-3fcba090-4b28-4dda-9fae-831d1682a3d1","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012002/20211104/3fcba090-4b28-4dda-9fae-831d1682a3d1.html","淮南市","10847117.89","9816150.86","-7.8","-11.2"
"ah-huainan-3fddaf77-dbb5-4c81-b190-f5221a1ab782","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012001/20211103/3fddaf77-dbb5-4c81-b190-f5221a1ab782.html","淮南市",,"211800.00","0",
"ah-huainan-3fe0a9f5-1bed-4a23-98cb-59702fc1bd16-1KB","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012001/20230406/3fe0a9f5-1bed-4a23-98cb-59702fc1bd16-1KB.html","淮南市","173411500.0","168081623.00","0",
"ah-huainan-40067203-8890-4a04-9ddd-ab398b98e1a3-1KB","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012001/20230412/40067203-8890-4a04-9ddd-ab398b98e1a3-1KB.html","淮南市",,"3885720.75","0",
"ah-huainan-400b32d5-90c6-463c-ad5f-855846120ea3-1KB","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012001/20230509/400b32d5-90c6-463c-ad5f-855846120ea3-1KB.html","淮南市",,"3976798.33","0.4",
"ah-huainan-411d49df-cd2d-4de2-8926-e1881eb983a9-1KB","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012001/20230509/411d49df-cd2d-4de2-8926-e1881eb983a9-1KB.html","淮南市","521863000.0","510486475","0",
"ah-huainan-4133cf35-eab9-4ef0-8025-1b589c7eeae1-1KB","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012002/20230228/4133cf35-eab9-4ef0-8025-1b589c7eeae1-1KB.html","淮南市","411311017.3","336083433.32",,
"ah-huainan-43641dc7-f6b9-4646-b296-efcb34c0f7f3-1KB","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012002/20230209/43641dc7-f6b9-4646-b296-efcb34c0f7f3-1KB.html","淮南市","45932293.66","40280607.41","-12.8","-11.4"
"ah-huainan-44fd0235-a145-4a12-974c-888d33763290-1KB","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012002/20230614/44fd0235-a145-4a12-974c-888d33763290-1KB.html","淮南市","4203417.44","2991085.12","0.4","0.98"
"ah-huainan-452ede5d-3f6b-4e9a-bde9-6f84668c140b-1KB","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012001/20230508/452ede5d-3f6b-4e9a-bde9-6f84668c140b-1KB.html","淮南市",,"8101974.82","0",
"ah-huainan-4712d2b4-d298-4f8c-b418-148659de34c5-1KB","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012001/20230328/4712d2b4-d298-4f8c-b418-148659de34c5-1KB.html","淮南市","104000000.0","95994926.00","6",
"ah-huainan-47cf2d9d-5508-497e-9672-b3492af40837-1KB","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012003/20230207/47cf2d9d-5508-497e-9672-b3492af40837-1KB.html","淮南市","32000000.0","29667819.51","0",
"ah-huainan-486b904c-24c9-48c5-9155-e9294da21eb1-1KB","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012003/20221115/486b904c-24c9-48c5-9155-e9294da21eb1-1KB.html","淮南市",,"36738472.20","100",
"ah-huainan-491d5d5a-5cb8-47fd-8a43-73b9dbe64bfa-1KB","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012002/20230404/491d5d5a-5cb8-47fd-8a43-73b9dbe64bfa-1KB.html","淮南市","4272732.25","3895816.26","0.6","0.94"
"ah-huainan-4a17ba32-7fb6-4788-97fa-6cd1dc015ca0-1KB","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012002/20230202/4a17ba32-7fb6-4788-97fa-6cd1dc015ca0-1KB.html","淮南市","10000000","9760000",,
"ah-huainan-4a37f417-3b2d-4619-b9a7-f4851e7b80aa-1KB","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012002/20221219/4a37f417-3b2d-4619-b9a7-f4851e7b80aa-1KB.html","淮南市","1.1","1.06",,
"ah-huainan-4a513eb4-5be8-4a2a-a85a-029758a6f534-1KB","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012002/20230517/4a513eb4-5be8-4a2a-a85a-029758a6f534-1KB.html","淮南市",,"29.20",,
"ah-huainan-4bc68221-41b7-46b1-a9e6-f3f538ca1d99-1KB","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012001/20230607/4bc68221-41b7-46b1-a9e6-f3f538ca1d99-1KB.html","淮南市","6700000.0","6466750.69","0.2",
"ah-huainan-4c870d8c-6486-4e6e-9757-ea0f50e708da","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012002/20211102/4c870d8c-6486-4e6e-9757-ea0f50e708da.html","淮南市","15","7878595.29","0.3","-2"
"ah-huainan-4cc0b031-c56c-46e3-9c0e-89b60242c9df-1KB","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012001/20230624/4cc0b031-c56c-46e3-9c0e-89b60242c9df-1KB.html","淮南市",,,"0",
"ah-huainan-4e57e652-1389-477f-bcaf-37743015accd-1KB","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012003/20230614/4e57e652-1389-477f-bcaf-37743015accd-1KB.html","淮南市",,,"0",
"ah-huainan-4ef6b78b-e4c7-4eee-bd7d-cbfffa83b1fa-1KB","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012001/20230606/4ef6b78b-e4c7-4eee-bd7d-cbfffa83b1fa-1KB.html","淮南市","4820000.0","4338138.92","0",
"ah-huainan-4f44ec6a-07b0-4040-8a6d-91a5babc029e-1KB","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012001/20230625/4f44ec6a-07b0-4040-8a6d-91a5babc029e-1KB.html","淮南市",,,"0",
"ah-huainan-4f8d3290-927e-4dbc-9661-4a3979f12caa-1KB","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012003/20230505/4f8d3290-927e-4dbc-9661-4a3979f12caa-1KB.html","淮南市","6910000.0","6281318.89","0",
"ah-huainan-4fe5f1af-6941-4e90-a877-431a9c31e8c7-1KB","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012002/20230530/4fe5f1af-6941-4e90-a877-431a9c31e8c7-1KB.html","淮南市","2746292.75","2463301.43","-8.6","-11.8"
"ah-huainan-5046ffef-d76d-4c2c-8e4d-f1c913f5bec8-1KB","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012001/20230607/5046ffef-d76d-4c2c-8e4d-f1c913f5bec8-1KB.html","淮南市","6700000.0","3526183.09","0.3",
"ah-huainan-5161c621-4203-4f91-b18e-008b33073d61-1KB","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012003/20221201/5161c621-4203-4f91-b18e-008b33073d61-1KB.html","淮南市",,,,
"ah-huainan-52564fa8-328c-4eed-ab68-5747d0f0f14f-1KB","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012002/20230406/52564fa8-328c-4eed-ab68-5747d0f0f14f-1KB.html","淮南市","4022698.32","2190032.67","-8","-9.4"
"ah-huainan-528afb2f-f70b-4c84-8a9a-16754113b03a-1KB","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012001/20230221/528afb2f-f70b-4c84-8a9a-16754113b03a-1KB.html","淮南市","524695700.0","503708300.00",,
"ah-huainan-52b7e987-657a-4459-8f8e-9fb93ddb48fd-1KB","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012001/20230324/52b7e987-657a-4459-8f8e-9fb93ddb48fd-1KB.html","淮南市","3118795000000.0","296285525",,
"ah-huainan-52e9140a-ffdc-4fae-89ce-4410447aa318-1KB","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012002/20230504/52e9140a-ffdc-4fae-89ce-4410447aa318-1KB.html","淮南市","156465500.0","140918950.00",,
"ah-huainan-5357e22f-f1fb-4c7c-af1f-1c4386f05b46-1KB","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012001/20230523/5357e22f-f1fb-4c7c-af1f-1c4386f05b46-1KB.html","淮南市",,,,
"ah-huainan-535eff66-1f71-4323-9bb1-69ac7ff2d0a4","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012001/20211130/535eff66-1f71-4323-9bb1-69ac7ff2d0a4.html","淮南市","400","3970065.00","0",
"ah-huainan-53e3e782-742f-4e85-b8ba-8252901da32c-1KB","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012002/20230410/53e3e782-742f-4e85-b8ba-8252901da32c-1KB.html","淮南市","5163226.87","4775313.64","0.2",
"ah-huainan-54a06c1d-ff3b-4a89-ab9b-430c8a943e9d-1KB","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012002/20230608/54a06c1d-ff3b-4a89-ab9b-430c8a943e9d-1KB.html","淮南市","3677940.00","3210900","-9","-14.8"
"ah-huainan-54aabe24-8352-4e0e-8871-b64b8b72b097","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012002/20210908/54aabe24-8352-4e0e-8871-b64b8b72b097.html","淮南市","105790757.08","91825926.89","-11.2","-14.8"
"ah-huainan-55086b7f-beb6-436b-a402-d771e12a61b6-1KB","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012002/20221017/55086b7f-beb6-436b-a402-d771e12a61b6-1KB.html","淮南市","1000000000.0","886144283.52",,
"ah-huainan-554a9708-52a2-4d30-8c48-86b1ea3f60af","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012002/20211111/554a9708-52a2-4d30-8c48-86b1ea3f60af.html","淮南市","14318354.97","12556569.46","-12.2","-12.4"
"ah-huainan-5564fc32-01a3-4e51-b86d-bcba445a4b2c-1KB","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012001/20230111/5564fc32-01a3-4e51-b86d-bcba445a4b2c-1KB.html","淮南市",,"2026395.11",,
"ah-huainan-56d94e07-c0b9-4132-82ca-b3b959c84270-1KB","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012003/20230425/56d94e07-c0b9-4132-82ca-b3b959c84270-1KB.html","淮南市",,"691159376.53","0",
"ah-huainan-570f9ad7-937c-443d-a94d-3534992d52e6","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012002/20211102/570f9ad7-937c-443d-a94d-3534992d52e6.html","淮南市","15","7878595.29","0.3","-2"
"ah-huainan-583319ec-a81f-4cf8-9302-a850326672b2-1KB","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012002/20230417/583319ec-a81f-4cf8-9302-a850326672b2-1KB.html","淮南市","5000000.0","4000000",,
"ah-huainan-58576921-f8ec-44d2-a25d-1c20f10eb17f-1KB","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012001/20230327/58576921-f8ec-44d2-a25d-1c20f10eb17f-1KB.html","淮南市",,"1118000.00","0",
"ah-huainan-586dc36b-50f7-4cb5-87f5-1275f9433fb8-1KB","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012002/20230420/586dc36b-50f7-4cb5-87f5-1275f9433fb8-1KB.html","淮南市","1460870.49","1284783.27","-12.6","-10.2"
"ah-huainan-59437015-2a3d-43a8-b1a1-16dc4aa4e552-1KB","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012001/20230424/59437015-2a3d-43a8-b1a1-16dc4aa4e552-1KB.html","淮南市",,"1684928.70","0",
"ah-huainan-5af6116e-2738-4448-9528-069f111fc5e0-1KB","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012002/20230118/5af6116e-2738-4448-9528-069f111fc5e0-1KB.html","淮南市","20460000","18004800","-11","-14.2"
"ah-huainan-5bf05aa3-33d7-4b4b-a409-d71de0f6cc27-1KB","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012001/20230607/5bf05aa3-33d7-4b4b-a409-d71de0f6cc27-1KB.html","淮南市",,"363843.48",,
"ah-huainan-5c022c2b-af51-4ee4-8258-e4d0bc3910ad-1KB","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012002/20230330/5c022c2b-af51-4ee4-8258-e4d0bc3910ad-1KB.html","淮南市","15050000.00","14790050",,
"ah-huainan-5c2ba22c-4676-4059-9a7b-30a316c07c80-1KB","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012001/20230328/5c2ba22c-4676-4059-9a7b-30a316c07c80-1KB.html","淮南市",,"221009541.47","0",
"ah-huainan-5d31f47a-0167-4aa2-a943-431e419cf473-1KB","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012003/20230524/5d31f47a-0167-4aa2-a943-431e419cf473-1KB.html","淮南市","22400000.0","13017920","0",
"ah-huainan-5d7efc8e-6e36-4b69-b06d-9a18887d584e-1KB","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012001/20230510/5d7efc8e-6e36-4b69-b06d-9a18887d584e-1KB.html","淮南市","14000000.0","9140451.01","0",
"ah-huainan-5dab4ade-f9f5-4857-89f5-fa82f76ba392-1KB","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012002/20230406/5dab4ade-f9f5-4857-89f5-fa82f76ba392-1KB.html","淮南市","5076708.64","4585283.24","0.4","0.95"
"ah-huainan-6045b323-aeff-4367-9ac6-66a0e954d340-1KB","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012002/20230327/6045b323-aeff-4367-9ac6-66a0e954d340-1KB.html","淮南市","7606568.21","6900677.76","0.45","0.96"
"ah-huainan-609e19d0-8af5-4e8f-b8a1-655f558f42a7-1KB","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012001/20230406/609e19d0-8af5-4e8f-b8a1-655f558f42a7-1KB.html","淮南市","822000000.0","374218300.00","0",
"ah-huainan-61713641-ac5f-47bb-81fb-1c2c54c2042f-1KB","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012001/20221208/61713641-ac5f-47bb-81fb-1c2c54c2042f-1KB.html","淮南市","55328100.00000001","54447196.60","0",
"ah-huainan-619d6e97-c5a7-4694-aa17-bef75a9f50ef-1KB","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012001/20221101/619d6e97-c5a7-4694-aa17-bef75a9f50ef-1KB.html","淮南市","230000000.0","182295037.65","0",
"ah-huainan-61ec2cce-8ddc-498b-b9cb-19f0a81b7988","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012001/20211026/61ec2cce-8ddc-498b-b9cb-19f0a81b7988.html","淮南市",,"10026627.27","0.4",
"ah-huainan-621c542e-a888-49a0-8782-dea5edf11ebe-1KB","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012002/20230420/621c542e-a888-49a0-8782-dea5edf11ebe-1KB.html","淮南市","1460870.49","786526.51","-14.2","-11"
"ah-huainan-62785f94-dcdb-4cd9-943c-30ae8a386e9b-1KB","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012001/20230511/62785f94-dcdb-4cd9-943c-30ae8a386e9b-1KB.html","淮南市","3530000.0","3447073.21","0.2",
"ah-huainan-62826369-534d-4d5f-9d31-ac6f8807334d-1KB","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012002/20230526/62826369-534d-4d5f-9d31-ac6f8807334d-1KB.html","淮南市","2634884.36","2434189.00","1",
"ah-huainan-62cc4948-e41d-494d-a01c-ce99c6d1a4ab-1KB","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012001/20230313/62cc4948-e41d-494d-a01c-ce99c6d1a4ab-1KB.html","淮南市","13000000.0","10536977.68","0",
"ah-huainan-6361287f-acb3-48af-abdd-04a9759ef9a3-1KB","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012001/20230104/6361287f-acb3-48af-abdd-04a9759ef9a3-1KB.html","淮南市",,,,
"ah-huainan-64009c4d-aad7-453a-8f8c-b1f51ce6ee39-1KB","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012003/20230626/64009c4d-aad7-453a-8f8c-b1f51ce6ee39-1KB.html","淮南市",,,,
"ah-huainan-64ae3d59-2ac1-4798-ba54-470a324a5774","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012001/20220929/64ae3d59-2ac1-4798-ba54-470a324a5774.html","淮南市",,,,
"ah-huainan-64e99d4a-2dc0-4951-b3f6-409fcaeb8935-1KB","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012001/20221222/64e99d4a-2dc0-4951-b3f6-409fcaeb8935-1KB.html","淮南市","4500000.0","4000119.09","0",
"ah-huainan-65179599-e76c-40b6-9379-e4c274f833f4-1KB","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012002/20230410/65179599-e76c-40b6-9379-e4c274f833f4-1KB.html","淮南市","1500000.0","1284600","0",
"ah-huainan-66dd8256-5436-4ff6-8f2e-6ae1ee3e6636","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012001/20220905/66dd8256-5436-4ff6-8f2e-6ae1ee3e6636.html","淮南市",,,"0",
"ah-huainan-6746fb23-9219-4666-8fc3-ebff20e09e81-1KB","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012001/20230118/6746fb23-9219-4666-8fc3-ebff20e09e81-1KB.html","淮南市","60000000.0","56690415.75",,
"ah-huainan-67a59fa5-b557-472f-a158-b918ea2cdf14-1KB","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012002/20230103/67a59fa5-b557-472f-a158-b918ea2cdf14-1KB.html","淮南市","1","777514.76","0.60","0.96"
"ah-huainan-67bb0a68-ad7b-45cf-bb72-6c60f5461591","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012002/20211108/67bb0a68-ad7b-45cf-bb72-6c60f5461591.html","淮南市","6431978.67","5839944.62","-8.2","-10.2"
"ah-huainan-67db9b7f-c9b5-459c-a906-20df4f2fb9eb-1KB","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012002/20230403/67db9b7f-c9b5-459c-a906-20df4f2fb9eb-1KB.html","淮南市","10893651.77","9915401.84","0.45","0.95"
"ah-huainan-68280e39-4cba-40c8-8a99-5ec3d3ecabab-1KB","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012003/20230210/68280e39-4cba-40c8-8a99-5ec3d3ecabab-1KB.html","淮南市","12500000.0","11837527.74","0",
"ah-huainan-68b909ab-5730-428e-984c-48ff14844297-1KB","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012002/20230215/68b909ab-5730-428e-984c-48ff14844297-1KB.html","淮南市",,"1053209106.00",,
"ah-huainan-68d21a46-f1ed-4e0a-92f1-de5b76c91147-1KB","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012002/20221219/68d21a46-f1ed-4e0a-92f1-de5b76c91147-1KB.html","淮南市","1.1","1.056",,
"ah-huainan-69177055-44af-4b98-a3b4-4a3f50e1f7ea-1KB","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012003/20230426/69177055-44af-4b98-a3b4-4a3f50e1f7ea-1KB.html","淮南市","12.52385","99.50","0",
"ah-huainan-6920cbf3-f893-4964-a425-293aacce0ea2-1KB","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012001/20221101/6920cbf3-f893-4964-a425-293aacce0ea2-1KB.html","淮南市",,"1150000.00","0",
"ah-huainan-696347af-e0a9-47b0-aea8-be649ab95ef5","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012002/20211102/696347af-e0a9-47b0-aea8-be649ab95ef5.html","淮南市","15","7878595.29","0.3","-2"
"ah-huainan-6963c3c7-4779-42dc-a315-dd62a0fd193e-1KB","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012002/20230516/6963c3c7-4779-42dc-a315-dd62a0fd193e-1KB.html","淮南市","10720853.32","9442710.51","-13.2","-10.6"
"ah-huainan-6a5034eb-4d3c-4a19-a54c-33b487af9e0a-1KB","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012002/20230103/6a5034eb-4d3c-4a19-a54c-33b487af9e0a-1KB.html","淮南市","1","709712.53","0.50","0.96"
"ah-huainan-6a70dea5-f053-40ab-a651-f8faa9124d54","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012002/20211102/6a70dea5-f053-40ab-a651-f8faa9124d54.html","淮南市","15","7878595.29","0.3","-2"
"ah-huainan-6a80a4bd-b2e6-4456-8f70-067d1158e69e-1KB","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012001/20230406/6a80a4bd-b2e6-4456-8f70-067d1158e69e-1KB.html","淮南市","10000000","9264741.74","0.1",
"ah-huainan-6b0e2808-9939-4fae-bf8d-564f7b8fcc9a","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012002/20211102/6b0e2808-9939-4fae-bf8d-564f7b8fcc9a.html","淮南市","15","7878595.29","0.3","-2"
"ah-huainan-6b6c8bb3-e892-4e36-a2e7-c1ae655ed5c2-1KB","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012002/20221219/6b6c8bb3-e892-4e36-a2e7-c1ae655ed5c2-1KB.html","淮南市","1240333.33","1163184.59","0.5","0.97"
"ah-huainan-6bdd1f68-5b98-41f7-81bb-109b1140abd2","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012002/20211111/6bdd1f68-5b98-41f7-81bb-109b1140abd2.html","淮南市","34379560.93","29427432.72","-14.8","-14"
"ah-huainan-6cf0b714-ac61-466e-88f6-c6aade788b56-1KB","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012003/20230621/6cf0b714-ac61-466e-88f6-c6aade788b56-1KB.html","淮南市",,,,
"ah-huainan-6cf636b1-825c-423e-9ff6-30b09e596dc6-1KB","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012001/20230621/6cf636b1-825c-423e-9ff6-30b09e596dc6-1KB.html","淮南市",,,"0",
"ah-huainan-6d975b7a-b2a4-4923-9b74-adfe792ad472","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012001/20211111/6d975b7a-b2a4-4923-9b74-adfe792ad472.html","淮南市",,"16909568.24","0.5",
"ah-huainan-6e2bb296-4574-4ded-90a1-0a2e99dfe0a4-1KB","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012001/20230227/6e2bb296-4574-4ded-90a1-0a2e99dfe0a4-1KB.html","淮南市","7500000.0","6053227.48","0",
"ah-huainan-6e2cfb9a-cf7e-40c3-8e65-99205de14d98-1KB","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012002/20230228/6e2cfb9a-cf7e-40c3-8e65-99205de14d98-1KB.html","淮南市","7275154.31","6231242.42",,
"ah-huainan-6e4c7665-d1a7-4f9e-8659-cce1c9447ab4-1KB","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012001/20230419/6e4c7665-d1a7-4f9e-8659-cce1c9447ab4-1KB.html","淮南市","16219500.0","15821160.00",,
"ah-huainan-6e830b7f-d255-4365-826f-730f4a6fdf60-1KB","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012003/20230420/6e830b7f-d255-4365-826f-730f4a6fdf60-1KB.html","淮南市","38000000.0","8931183.86","0",
"ah-huainan-6f60ac8b-d36a-424d-a9d9-7c6bcbb40799-1KB","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012002/20230418/6f60ac8b-d36a-424d-a9d9-7c6bcbb40799-1KB.html","淮南市","5340608.07","5027114.38","0.55","0.98"
"ah-huainan-6fa001e4-c2e8-4fa9-861d-0b879ba8689f-1KB","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012002/20230627/6fa001e4-c2e8-4fa9-861d-0b879ba8689f-1KB.html","淮南市",,,"0.45","0.94"
"ah-huainan-6fd52831-dc5f-4368-8bca-2a1904b54c5c-1KB","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012001/20230509/6fd52831-dc5f-4368-8bca-2a1904b54c5c-1KB.html","淮南市",,"2660000","0",
"ah-huainan-70832da3-b28b-482e-9365-0b4067ade313-1KB","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012001/20230510/70832da3-b28b-482e-9365-0b4067ade313-1KB.html","淮南市","419213424.49999994","376158126.43","0",
"ah-huainan-711e6e17-29e3-4e74-a02a-5ad058cf637c-1KB","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012002/20230530/711e6e17-29e3-4e74-a02a-5ad058cf637c-1KB.html","淮南市","2746292.75","2672452.32","-8.6","-11.8"
"ah-huainan-712bdbff-fcab-47b9-9f55-953face0f75f-1KB","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012001/20230324/712bdbff-fcab-47b9-9f55-953face0f75f-1KB.html","淮南市",,"1591200.00",,
"ah-huainan-71fba106-6abf-4efe-b44f-834b80944e75-1KB","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012001/20230313/71fba106-6abf-4efe-b44f-834b80944e75-1KB.html","淮南市","5000000","4907648.11","1",
"ah-huainan-7208e702-180f-4741-8d28-e47013ad1de9-1KB","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012001/20230222/7208e702-180f-4741-8d28-e47013ad1de9-1KB.html","淮南市","33000000.0","22580392.89","0",
"ah-huainan-7338c0fe-1c04-4dec-ac2c-81d21401393a","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012001/20220805/7338c0fe-1c04-4dec-ac2c-81d21401393a.html","淮南市",,,,
"ah-huainan-7409a63f-0f2d-4626-aa8c-89b288c661a6-1KB","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012002/20230406/7409a63f-0f2d-4626-aa8c-89b288c661a6-1KB.html","淮南市","4022698.32","3519685.04","-11.8","-13.2"
"ah-huainan-74cc3c92-b60d-441a-a220-abcd46421fe3","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012002/20211102/74cc3c92-b60d-441a-a220-abcd46421fe3.html","淮南市","15","7878595.29","0.3","-2"
"ah-huainan-75e3097e-4e9d-484a-b395-218b75684a1c-1KB","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012001/20230403/75e3097e-4e9d-484a-b395-218b75684a1c-1KB.html","淮南市",,"116876532.63","0.5",
