id,项目名称,网址,ZBKZJ,k1,kbjj,k2,Date,整数位,小数位
A3311011160010276,0,http://lssggzy.lishui.gov.cn/art/2019/5/27/art_1229662124_159536.html,4756220.0,0.915,4351941.3,0,2019/5/27,8,5
A3311011160010860004001,莲都区装备制造产业工程师协同创新中心暨产业创新综合服务体装修项目开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/1/18/art_1229661852_187582.html,4767301.998,0.941,4486031.18,0,2022/1/18,5,9
A3311011160011460001001,大港头垃圾中转站项目开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/7/5/art_1229661852_187908.html,4771762.0,0.935,4461597.47,0,2022/7/5,6,5
A3311011160011098001001,遂昌县上江区块（飞龙路沿线）环境整治提升项目开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/5/6/art_1229662124_187682.html,4776037.567,0.896,4279329.66,0,2022/5/6,10,4
A3311011160010276,0,http://lssggzy.lishui.gov.cn/art/2020/10/19/art_1229661956_138168.html,4776148.997,0.907,4331967.14,0,2020/10/19,9,3
A3311011160010276,0,http://lssggzy.lishui.gov.cn/art/2020/5/19/art_1229661923_138979.html,4777552.002,0.929,4438345.81,0,2020/5/19,7,1
A3311011160010276,0,http://lssggzy.lishui.gov.cn/art/2020/5/18/art_1229662157_160944.html,4803407.004,0.918,4409527.63,0,2020/5/18,8,2
A3311011160010276,0,http://lssggzy.lishui.gov.cn/art/2020/11/6/art_1229662124_161028.html,4814841.0,0.93,4477802.13,0,2020/11/6,7,0
A3311011160012915,缙云县乡镇街道生态公墓建设工程-新湖片区骨灰堂建设项目,http://lssggzy.lishui.gov.cn/art/2023/5/23/art_1229662089_212408.html,4819949.416,0.924,4453633.26,0,2023/5/23,7,6
A3311011160010276,0,http://lssggzy.lishui.gov.cn/art/2020/11/20/art_1229661812_158117.html,4828727.706,0.898,4336197.48,0,2020/11/20,10,2
A3311011160010276,0,http://lssggzy.lishui.gov.cn/art/2020/10/15/art_1229662124_160759.html,4832872.0,0.92,4446242.24,0,2020/10/15,8,0
A3311011160010276,0,http://lssggzy.lishui.gov.cn/art/2020/5/11/art_1229662124_160220.html,4839679.003,0.943,4563817.3,0,2020/5/11,5,7
A3311011160011605001001,景宁畲族自治县实验二小食堂改扩建工程开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/8/31/art_1229662190_187821.html,4843221.302,0.922,4465450.04,0,2022/8/31,7,8
A3311011160011200001001,松阳县西屏街道二村股份经济合作社综合楼开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/6/14/art_1229662157_187891.html,4850289.003,0.933,4525319.64,0,2022/6/14,6,7
A3311011160010276,0,http://lssggzy.lishui.gov.cn/art/2020/7/15/art_1229661812_157954.html,4852855.0,0.96,4658740.8,0,2020/7/15,4,0
A3311011160010593001001,0,http://lssggzy.lishui.gov.cn/art/2021/12/7/art_1229661812_160999.html,4858330.0,0.921,4474521.93,0,2021/12/7,7,9
A3311011160011926,南明山街道精品村庄建设工程-叶村村,http://lssggzy.lishui.gov.cn/art/2022/10/17/art_1229661812_188413.html,4859836.999,0.933,4534227.92,0,2022/10/17,6,7
A3311011160010276,0,http://lssggzy.lishui.gov.cn/art/2021/2/7/art_1229661812_158328.html,4864317.004,0.908,4416799.84,0,2021/2/7,9,2
A3311011160011348001001,复兴路至党校连接道路工程开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/6/14/art_1229661989_187922.html,4864837.118,0.819,3984301.6,0,2022/6/14,18,1
A3311011160010276,0,http://lssggzy.lishui.gov.cn/art/2019/11/6/art_1229662157_160401.html,4865216.002,0.873,4247333.57,0,2019/11/6,12,7
A3311011160010497002001,0,http://lssggzy.lishui.gov.cn/art/2021/6/11/art_1229662190_173570.html,4867578.142,0.931,4531715.25,0,2021/6/11,6,9
A3311011160011345,遂昌县牡丹亭路（好川公园至建材市场段）两侧整治提升工程,http://lssggzy.lishui.gov.cn/art/2022/6/16/art_1229662124_188387.html,4887600.39,0.922,4506367.56,0,2022/6/16,7,8
A3311011160010276,0,http://lssggzy.lishui.gov.cn/art/2019/1/31/art_1229661812_157336.html,4893656.681,0.934,4570675.34,0,2019/1/31,6,6
A3311011160012897,遂昌县湖山集镇老旧小区改造项目——基础设施配套工程,http://lssggzy.lishui.gov.cn/art/2023/5/16/art_1229662124_211017.html,4895815.387,0.891,4362171.51,0,2023/5/16,10,9
A3311011160010276,0,http://lssggzy.lishui.gov.cn/art/2020/12/17/art_1229661812_158234.html,4898996.004,0.931,4560965.28,0,2020/12/17,6,9
A3311011160010276,0,http://lssggzy.lishui.gov.cn/art/2019/9/10/art_1229662124_159332.html,4901163.081,0.925,4533575.85,0,2019/9/10,7,5
A3311011160011044001001,丽水南城七百秧街路面修复工程开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/4/14/art_1229661812_187750.html,4902955.996,0.904,4432272.22,0,2022/4/14,9,6
A3311011160010497002001,0,http://lssggzy.lishui.gov.cn/art/2021/6/24/art_1229661956_138921.html,4903455.084,0.952,4668089.24,0,2021/6/24,4,8
A3311011160010497002001,0,http://lssggzy.lishui.gov.cn/art/2021/10/14/art_1229661812_160216.html,4920750.0,0.914,4497565.5,0,2021/10/14,8,6
A3311011160011042001001,沙溪村民俗街区项目开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/4/28/art_1229661852_187720.html,4921081.0,0.92,4527394.52,0,2022/4/28,8,0
A3311011160011216001001,舒洪小学风雨操场工程开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/5/19/art_1229662089_187691.html,4923210.417,0.912,4489967.9,0,2022/5/19,8,8
A3311011160011237001001,松阳县大东坝镇石仓泡豆腐标准化工艺展示中心开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/5/26/art_1229662157_187856.html,4925718.0,0.96,4728689.28,0,2022/5/26,4,0
A3311011160011718001001,大港头镇节地生态安葬点项目开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/8/23/art_1229661852_188057.html,4926303.004,0.902,4443525.31,0,2022/8/23,9,8
A3311011160011875001001,风貌区沿线村容村貌整治提升-龙洋乡开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/9/17/art_1229662124_188139.html,4934431.044,0.91,4490332.25,0,2022/9/17,9,0
A3311011160010276,0,http://lssggzy.lishui.gov.cn/art/2019/7/4/art_1229662124_159721.html,4935810.0,0.939,4634725.59,0,2019/7/4,6,1
A3311011160010276,0,http://lssggzy.lishui.gov.cn/art/2021/3/30/art_1229662089_160903.html,4936326.209,0.91,4492056.85,0,2021/3/30,9,0
A3311011160010276,0,http://lssggzy.lishui.gov.cn/art/2021/3/29/art_1229661812_158646.html,4936340.0,0.887,4378533.58,0,2021/3/29,11,3
A3311011160010276,0,http://lssggzy.lishui.gov.cn/art/2020/9/9/art_1229662124_160159.html,4937530.996,0.944,4661029.26,0,2020/9/9,5,6
A3311011160012091001001,青田腊口镇大搬快聚安置点基础设施工程（龙山头农产品加工园一期）开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/10/24/art_1229661956_188534.html,4943762.439,0.902,4459273.72,0,2022/10/24,9,8
A3311011160010276,0,http://lssggzy.lishui.gov.cn/art/2020/4/30/art_1229662190_173402.html,4950778.046,0.952,4713140.7,0,2020/4/30,4,8
A3311011160012529,畲族风情康养度假综合体基础配套工程(景宁畲族自治县畲族风情康养度假综合体饮用水工程),http://lssggzy.lishui.gov.cn/art/2023/2/6/art_1229662190_193815.html,4951277.751,0.907,4490808.92,0,2023/2/6,9,3
A3311011160010658,0,http://lssggzy.lishui.gov.cn/art/2021/11/18/art_1229661852_132212.html,4951809.0,0.9,4456628.1,0,2021/11/18,10,0
A3311011160010276,0,http://lssggzy.lishui.gov.cn/art/2019/8/13/art_1229662056_139520.html,4956928.0,0.89,4411665.92,0,2019/8/13,11,0
A3311011160011854,2022-2025年农村生活污水治理设施提升改造项目（2022年农村生活污水治理设施提升改造项目--遂昌县金竹镇夏东村至金竹村、王川村云内生活污水处理设施提升改造）,http://lssggzy.lishui.gov.cn/art/2022/9/16/art_1229662124_188329.html,4958618.917,0.933,4626391.45,0,2022/9/16,6,7
A3311011160010276,0,http://lssggzy.lishui.gov.cn/art/2021/3/3/art_1229662056_141708.html,4961007.996,0.933,4628620.46,0,2021/3/3,6,7
A3311011160010276,0,http://lssggzy.lishui.gov.cn/art/2020/1/10/art_1229662056_140153.html,4997158.997,0.907,4532423.21,0,2020/1/10,9,3
A3311011160010761001001,0,http://lssggzy.lishui.gov.cn/art/2021/12/31/art_1229662124_162582.html,5017625.507,0.908,4556003.96,0,2021/12/31,9,2
A3311011160010949001001,云和县老旧小区（浮云小区）改造工程开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/3/15/art_1229661989_187845.html,5021704.321,0.898,4509490.48,0,2022/3/15,10,2
A3311011160010276,0,http://lssggzy.lishui.gov.cn/art/2020/12/24/art_1229662124_161342.html,5023652.996,0.938,4712186.51,0,2020/12/24,6,2
A3311011160011859001001,青田县鹤城街道北岸村、平演村饮用水达标提标工程开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/9/13/art_1229661956_188517.html,5027692.614,0.922,4635532.59,0,2022/9/13,7,8
A3311011160012917,云和县2023年普通国道路基路面养护工程（交安设施）,http://lssggzy.lishui.gov.cn/art/2023/5/17/art_1229661989_211796.html,5029819.608,0.97,4878925.02,0,2023/5/17,3,0
A3311011160010276,0,http://lssggzy.lishui.gov.cn/art/2020/1/20/art_1229661812_157748.html,5048038.0,0.945,4770395.91,0,2020/1/20,5,5
A3311011160010276,0,http://lssggzy.lishui.gov.cn/art/2020/4/22/art_1229662089_159855.html,5054304.781,0.914,4619634.57,0,2020/4/22,8,6
A3311011160010276,0,http://lssggzy.lishui.gov.cn/art/2020/10/21/art_1229661923_139909.html,5057557.001,0.927,4688355.34,0,2020/10/21,7,3
A3311011160010593001001,0,http://lssggzy.lishui.gov.cn/art/2021/12/7/art_1229662157_161953.html,5058345.006,0.909,4598035.61,0,2021/12/7,9,1
A3311011160012432,浙西南研学营地及配套设施建设项目-王村口红色研学营地项目,http://lssggzy.lishui.gov.cn/art/2023/1/12/art_1229662124_192120.html,5072370.0,0.949,4813679.13,0,2023/1/12,5,1
A3311011160010276,0,http://lssggzy.lishui.gov.cn/art/2020/8/28/art_1229661923_139447.html,5076641.998,0.926,4700970.49,0,2020/8/28,7,4
A3311011160010276,0,http://lssggzy.lishui.gov.cn/art/2021/4/25/art_1229661852_132161.html,5087427.0,0.94,4782181.38,0,2021/4/25,6,0
A3311011160012828,莲都区联城街道 LC01-B-30（联城东） 迁建安置小区工程,http://lssggzy.lishui.gov.cn/art/2023/4/25/art_1229661852_203441.html,5098904.497,0.934,4762376.8,0,2023/4/25,6,6
A3311011160011693001001,遂昌县2022 年老旧小区改造项目——凯恩路（凯恩路幼儿园至广济骨伤）南侧区块开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/8/16/art_1229662124_188053.html,5099311.139,0.887,4523088.98,0,2022/8/16,11,3
A3311011160010276,0,http://lssggzy.lishui.gov.cn/art/2020/7/6/art_1229662124_160745.html,5100701.474,0.936,4774256.58,0,2020/7/6,6,4
A3311011160011891,公交站点无障碍改造项目,http://lssggzy.lishui.gov.cn/art/2022/11/14/art_1229661812_188418.html,5112374.002,0.862,4406866.39,0,2022/11/14,13,8
A3311011160010658001001,0,http://lssggzy.lishui.gov.cn/art/2021/12/21/art_1229661989_139097.html,5116543.181,0.852,4359294.79,0,2021/12/21,14,8
A3311011160011748,2022年中心城区口袋公园微改造项目,http://lssggzy.lishui.gov.cn/art/2022/11/21/art_1229661812_188440.html,5133327.59,0.913,4686728.09,0,2022/11/21,8,7
A3311011160010276,0,http://lssggzy.lishui.gov.cn/art/2019/9/11/art_1229661852_132089.html,5138384.615,0.923,4742729.0,0,2019/9/11,7,7
A3311011160010276,0,http://lssggzy.lishui.gov.cn/art/2019/11/1/art_1229661812_157658.html,5138787.996,0.933,4794489.2,0,2019/11/1,6,7
A3311011160010276,0,http://lssggzy.lishui.gov.cn/art/2019/10/21/art_1229662089_159525.html,5139541.194,0.896,4605028.91,0,2019/10/21,10,4
A3311011160010889002001,青田县杨梅文化广场项目开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/2/22/art_1229661956_188454.html,5146910.861,0.952,4899859.14,0,2022/2/22,4,8
A3311011160010276,0,http://lssggzy.lishui.gov.cn/art/2020/9/14/art_1229661923_139548.html,5165382.326,0.903,4664340.24,0,2020/9/14,9,7
A3311011160011951001001,缙云县城建成区“污水零直排”建设项目—紫薇花园小区污水零直排工程开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/9/29/art_1229662089_187864.html,5166956.125,0.893,4614091.82,0,2022/9/29,10,7
A3311011160010860004001,遂昌县外庄至高碧街道路两侧景观提升工程开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/2/9/art_1229662124_187631.html,5170156.243,0.945,4885797.65,0,2022/2/9,5,5
A3311011160012051001001,景宁县高水平建设“四好农村路”九龙乡岭里至底岸联网公路工程开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/10/15/art_1229662190_187933.html,5183218.808,0.99,5131386.62,0,2022/10/15,1,0
A3311011160010867001001,丽水南城水阁村地块南侧支路工程开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/2/17/art_1229661812_187619.html,5193109.0,0.9,4673798.1,0,2022/2/17,10,0
A3311011160012216,杭州电子科技大学丽水研究院改造项目,http://lssggzy.lishui.gov.cn/art/2022/12/4/art_1229661812_188278.html,5208207.0,0.9,4687386.3,0,2022/12/4,10,0
A3311011160011480001001,云和梯田游客服务中心拆迁安置项目二期室外配套工程开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/7/6/art_1229661989_187999.html,5208832.174,0.92,4792125.6,0,2022/7/6,8,0
A3311011160010276,0,http://lssggzy.lishui.gov.cn/art/2020/5/28/art_1229662089_159970.html,5209260.655,0.947,4933169.84,0,2020/5/28,5,3
A3311011160010497002001,0,http://lssggzy.lishui.gov.cn/art/2021/9/14/art_1229662124_161735.html,5221913.001,0.923,4819825.7,0,2021/9/14,7,7
A3311011160012577,湿地水毁修复项目,http://lssggzy.lishui.gov.cn/art/2023/3/14/art_1229661852_198691.html,5228186.602,0.93,4862213.54,0,2023/3/14,7,0
A3311011160012788,缙云县千年古城共同富裕项目（核心区）-北门社区综合服务用房装修工程设计采购施工（EPC）总承包,http://lssggzy.lishui.gov.cn/art/2023/5/31/art_1229662089_213320.html,5243185.232,0.948,4970539.6,0,2023/5/31,5,2
A3311011160010276,0,http://lssggzy.lishui.gov.cn/art/2021/1/8/art_1229662056_141586.html,5251135.006,0.871,4573738.59,0,2021/1/8,12,9
A3311011160010276,0,http://lssggzy.lishui.gov.cn/art/2020/6/22/art_1229662089_160053.html,5259077.395,0.956,5027677.99,0,2020/6/22,4,4
A3311011160010276,0,http://lssggzy.lishui.gov.cn/art/2020/4/22/art_1229662190_173386.html,5268796.002,0.903,4757722.79,0,2020/4/22,9,7
A3311011160010497002001,0,http://lssggzy.lishui.gov.cn/art/2021/9/16/art_1229662157_161467.html,5288560.997,0.943,4987113.02,0,2021/9/16,5,7
A3311011160010276,0,http://lssggzy.lishui.gov.cn/art/2020/4/30/art_1229661812_157802.html,5315137.001,0.957,5086586.11,0,2020/4/30,4,3
A3311011160011664,丽水南城江南路中学南侧支路工程,http://lssggzy.lishui.gov.cn/art/2022/11/21/art_1229661812_188551.html,5320955.075,0.934,4969772.04,0,2022/11/21,6,6
A3311011160011092003001,丽水云和长田110KV变电站用地平整工程开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/5/31/art_1229661989_187902.html,5327348.734,0.853,4544228.47,0,2022/5/31,14,7
A3311011160011582001001,松阳县西屏街道三村综合楼开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/8/30/art_1229662157_188012.html,5356387.998,0.909,4868956.69,0,2022/8/30,9,1
A3311011160010276,0,http://lssggzy.lishui.gov.cn/art/2020/1/17/art_1229661812_157739.html,5368586.998,0.926,4971311.56,0,2020/1/17,7,4
A3311011160013046,丽水市大溪南路（南明山路口）工程,http://lssggzy.lishui.gov.cn/art/2023/6/8/art_1229661812_214142.html,5371567.005,0.935,5022415.15,0,2023/6/8,6,5
A3311011160010276,0,http://lssggzy.lishui.gov.cn/art/2019/9/17/art_1229661812_157591.html,5372623.875,0.947,5087874.81,0,2019/9/17,5,3
A3311011160010613001001,0,http://lssggzy.lishui.gov.cn/art/2021/12/14/art_1229662190_173753.html,5388729.018,0.927,4995351.8,0,2021/12/14,7,3
A3311011160010276,0,http://lssggzy.lishui.gov.cn/art/2021/3/3/art_1229661956_138539.html,5424921.658,0.929,5039752.22,0,2021/3/3,7,1
A3311011160012946,缙云县乡镇街道生态公墓建设工程-东方胪膛片区骨灰堂及附属工程,http://lssggzy.lishui.gov.cn/art/2023/5/23/art_1229662089_212353.html,5425835.398,0.93,5046026.92,0,2023/5/23,7,0
A3311011160010276,0,http://lssggzy.lishui.gov.cn/art/2020/5/8/art_1229662056_140416.html,5440763.0,0.93,5059909.59,0,2020/5/8,7,0
A3311011160012245001001,景宁县英川寨后至庆元合湖段公路生态修复工程（景宁段）开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/11/28/art_1229662190_188009.html,5450367.152,0.99,5395863.48,0,2022/11/28,1,0
A3311011160011451001001,温溪镇八居后山防洪工程开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/7/20/art_1229661956_188490.html,5463152.0,0.95,5189994.4,0,2022/7/20,5,0
A3311011160011331001001,松阳县项弄村综合楼及文化礼堂工程开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/7/5/art_1229662157_187914.html,5467597.998,0.914,4997384.57,0,2022/7/5,8,6
A3311011160010761001001,0,http://lssggzy.lishui.gov.cn/art/2021/12/29/art_1229662124_162553.html,5473692.998,0.914,5002955.4,0,2021/12/29,8,6
A3311011160012804,仙渡乡节地生态安葬点项目,http://lssggzy.lishui.gov.cn/art/2023/5/6/art_1229661852_210754.html,5483378.998,0.918,5033741.92,0,2023/5/6,8,2
A3311011160010276,0,http://lssggzy.lishui.gov.cn/art/2020/6/23/art_1229662089_160077.html,5485133.629,0.923,5062778.34,0,2020/6/23,7,7
A3311011160011344001001,工业园区兴昌路西延伸道路工程（和信路-守信路）开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/6/17/art_1229661989_187936.html,5491642.005,0.828,4547079.58,0,2022/6/17,17,2
A3311011160011591001001,2022年遂昌县城雨污水管道提升工程——平昌路雨污水管道提升工程开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/8/12/art_1229662124_188034.html,5492913.204,0.905,4971086.45,0,2022/8/12,9,5
A3311011160011502001001,温溪镇小峙村综合提升工程开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/7/11/art_1229661956_188485.html,5494446.23,0.886,4868079.36,0,2022/7/11,11,4
A3311011160010276,0,http://lssggzy.lishui.gov.cn/art/2020/8/10/art_1229662124_159894.html,5502508.998,0.888,4886227.99,0,2020/8/10,11,2
A3311011160010497002001,0,http://lssggzy.lishui.gov.cn/art/2021/6/3/art_1229662190_173560.html,5513648.004,0.902,4973310.5,0,2021/6/3,9,8
A3311011160011381001001,金竹集镇至湖山金竹污水处理厂污水主管网及附属工程开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/7/8/art_1229662124_187884.html,5538965.127,0.827,4580724.16,0,2022/7/8,17,3
A3311011160010276,0,http://lssggzy.lishui.gov.cn/art/2020/12/15/art_1229661812_158226.html,5562821.0,0.91,5062167.11,0,2020/12/15,9,0
A3311011160011429,遂昌县高坪乡美丽城镇样板乡镇创建工程,http://lssggzy.lishui.gov.cn/art/2022/6/29/art_1229662124_188380.html,5580571.912,0.952,5312704.46,0,2022/6/29,4,8
A3311011160010497002001,0,http://lssggzy.lishui.gov.cn/art/2021/8/30/art_1229661812_159841.html,5584204.002,0.922,5148636.09,0,2021/8/30,7,8
A3311011160010276,0,http://lssggzy.lishui.gov.cn/art/2020/12/10/art_1229661812_158187.html,5585062.002,0.909,5076821.36,0,2020/12/10,9,1
A3311011160010276,0,http://lssggzy.lishui.gov.cn/art/2020/4/28/art_1229661852_132115.html,5598946.0,0.95,5318998.7,0,2020/4/28,5,0
A3311011160011689001001,大港头镇镇区配套基础设施改造及环境整治项目开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/8/16/art_1229661852_188042.html,5612304.004,0.929,5213830.42,0,2022/8/16,7,1
A3311011160010276,0,http://lssggzy.lishui.gov.cn/art/2019/1/31/art_1229662157_160180.html,5612488.999,0.959,5382376.95,0,2019/1/31,4,1
A3311011160011786001001,庆元县教场路提升改造工程开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/8/31/art_1229662056_187946.html,5615208.997,0.907,5092994.56,0,2022/8/31,9,3
A3311011160010276,0,http://lssggzy.lishui.gov.cn/art/2021/4/7/art_1229661852_132148.html,5615371.003,0.947,5317756.34,0,2021/4/7,5,3
A3311011160010276,0,http://lssggzy.lishui.gov.cn/art/2020/11/17/art_1229662124_161156.html,5619369.004,0.924,5192296.96,0,2020/11/17,7,6
A3311011160010276,0,http://lssggzy.lishui.gov.cn/art/2020/10/11/art_1229661989_137779.html,5620533.951,0.906,5092203.76,0,2020/10/11,9,4
A3311011160010276,0,http://lssggzy.lishui.gov.cn/art/2020/8/17/art_1229661812_157978.html,5625495.0,0.906,5096698.47,0,2020/8/17,9,4
A3311011160010276,0,http://lssggzy.lishui.gov.cn/art/2019/6/3/art_1229662089_159179.html,5639899.206,0.907,5115388.58,0,2019/6/3,9,3
A3311011160010276,0,http://lssggzy.lishui.gov.cn/art/2020/10/27/art_1229661923_139990.html,5647147.44,0.957,5404320.1,0,2020/10/27,4,3
A3311011160012953,缙云县乡镇街道生态公墓建设工程-三溪乡骨灰堂室及附属工程,http://lssggzy.lishui.gov.cn/art/2023/5/22/art_1229662089_212323.html,5656362.053,0.945,5345262.14,0,2023/5/22,5,5
A3311011160010276,0,http://lssggzy.lishui.gov.cn/art/2020/9/4/art_1229662157_161481.html,5660237.004,0.908,5139495.2,0,2020/9/4,9,2
A3311011160010276,0,http://lssggzy.lishui.gov.cn/art/2019/8/9/art_1229662157_159787.html,5672110.0,0.855,4849654.05,0,2019/8/9,14,5
A3311011160010276,0,http://lssggzy.lishui.gov.cn/art/2020/10/14/art_1229661989_137815.html,5675049.313,0.815,4625165.19,0,2020/10/14,18,5
A3311011160010276,0,http://lssggzy.lishui.gov.cn/art/2020/12/16/art_1229662190_173447.html,5694121.351,0.918,5227203.4,0,2020/12/16,8,2
A3311011160012961,缙云县乡镇街道生态公墓建设工程-石笕乡生态公墓建设工程,http://lssggzy.lishui.gov.cn/art/2023/5/22/art_1229662089_212113.html,5712091.19,0.941,5375077.81,0,2023/5/22,5,9
A3311011160010276,0,http://lssggzy.lishui.gov.cn/art/2019/6/12/art_1229662157_159478.html,5712286.997,0.919,5249591.75,0,2019/6/12,8,1
A3311011160011732,遂昌县城区河岸便民设施提升工程,http://lssggzy.lishui.gov.cn/art/2022/8/24/art_1229662124_188343.html,5714319.516,0.93,5314317.15,0,2022/8/24,7,0
A3311011160011751001001,青田县应急物资储备仓项目开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/8/29/art_1229661956_188505.html,5717323.877,0.926,5294241.91,0,2022/8/29,7,4
A3311011160010276,0,http://lssggzy.lishui.gov.cn/art/2020/6/30/art_1229662157_161271.html,5722885.005,0.937,5362343.25,0,2020/6/30,6,3
A3311011160012817,中梁天悦湾幼儿园改造工程,http://lssggzy.lishui.gov.cn/art/2023/4/20/art_1229661852_202962.html,5723027.0,0.93,5322415.11,0,2023/4/20,7,0
A3311011160010276,0,http://lssggzy.lishui.gov.cn/art/2019/12/31/art_1229662157_160711.html,5746478.0,0.94,5401689.32,0,2019/12/31,6,0
A3311011160012908,青田县仁庄镇集镇道路网工程一期项目,http://lssggzy.lishui.gov.cn/art/2023/5/17/art_1229661956_211702.html,5755378.348,0.938,5398544.89,0,2023/5/17,6,2
A3311011160010497002001,0,http://lssggzy.lishui.gov.cn/art/2021/8/18/art_1229662124_161492.html,5757809.405,0.907,5222333.13,0,2021/8/18,9,3
A3311011160010276,0,http://lssggzy.lishui.gov.cn/art/2019/9/18/art_1229661956_136829.html,5767812.465,0.917,5289084.03,0,2019/9/18,8,3
A3311011160012918,缙云县县城建成区“污水零直排区”建设工程—白云路片区污水零直排工程,http://lssggzy.lishui.gov.cn/art/2023/5/15/art_1229662089_211424.html,5776296.719,0.896,5175561.86,0,2023/5/15,10,4
A3311011160010276,0,http://lssggzy.lishui.gov.cn/art/2020/1/16/art_1229661923_138698.html,5798590.0,0.928,5381091.52,0,2020/1/16,7,2
A3311011160010276,0,http://lssggzy.lishui.gov.cn/art/2019/7/9/art_1229661923_137932.html,5808341.838,0.887,5151999.21,0,2019/7/9,11,3
A3311011160010276,0,http://lssggzy.lishui.gov.cn/art/2020/5/6/art_1229661989_137270.html,5817632.43,0.963,5602380.03,0,2020/5/6,3,7
A3311011160010655,0,http://lssggzy.lishui.gov.cn/art/2021/12/1/art_1229662190_173732.html,5820501.003,0.937,5453809.44,0,2021/12/1,6,3
A3311011160010497002001,0,http://lssggzy.lishui.gov.cn/art/2021/10/11/art_1229662056_142694.html,5837193.004,0.902,5265148.09,0,2021/10/11,9,8
A3311011160010276,0,http://lssggzy.lishui.gov.cn/art/2021/1/6/art_1229661989_138266.html,5855613.148,0.845,4947993.11,0,2021/1/6,15,5
A3311011160010761001001,丽水南城人民医院地块富五路南段工程开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/1/14/art_1229661812_187595.html,5862692.004,0.913,5352637.8,0,2022/1/14,8,7
A3311011160010497002001,0,http://lssggzy.lishui.gov.cn/art/2021/8/19/art_1229662124_161529.html,5876843.195,0.914,5371434.68,0,2021/8/19,8,6
A3311011160010276,0,http://lssggzy.lishui.gov.cn/art/2020/7/3/art_1229661923_139490.html,5886941.001,0.929,5468968.19,0,2020/7/3,7,1
A3311011160012920,庆元县基层医疗卫生服务体系提升工程—隆宫乡卫生院迁建工程,http://lssggzy.lishui.gov.cn/art/2023/5/16/art_1229662056_211707.html,5896197.335,0.927,5465774.93,0,2023/5/16,7,3
A3311011160010276,0,http://lssggzy.lishui.gov.cn/art/2020/4/7/art_1229661956_137139.html,5910458.249,0.925,5467173.88,0,2020/4/7,7,5
A3311011160010276,0,http://lssggzy.lishui.gov.cn/art/2019/8/20/art_1229661956_136612.html,5915304.516,0.899,5317858.76,0,2019/8/20,10,1
A3311011160013110,丽水市莲都区鸿达花苑老旧小区改造工程,http://lssggzy.lishui.gov.cn/art/2023/6/14/art_1229661852_214922.html,5915821.996,0.922,5454387.88,0,2023/6/14,7,8
A3311011160010497002001,0,http://lssggzy.lishui.gov.cn/art/2021/10/22/art_1229662124_161993.html,5917074.814,0.885,5236611.21,0,2021/10/22,11,5
A3311011160010276,0,http://lssggzy.lishui.gov.cn/art/2019/10/24/art_1229662124_159733.html,5923365.0,0.936,5544269.64,0,2019/10/24,6,4
A3311011160012020001001,莲都区岩泉垃圾中转站新建项目开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/10/11/art_1229661852_188125.html,5948777.005,0.945,5621594.27,0,2022/10/11,5,5
A3311011160011271001001,青田县金鹤苑小区提质改造工程开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/5/30/art_1229661956_188467.html,5969014.596,0.94,5610873.72,0,2022/5/30,6,0
A3311011160010497002001,0,http://lssggzy.lishui.gov.cn/art/2021/6/25/art_1229661812_159201.html,5970780.0,0.933,5570737.74,0,2021/6/25,6,7
