id,项目名称,网址,ZBKZJ,k1,kbjj,k2,Date,整数位,小数位,下浮率,rule1
A3311011160010276,0,http://lssggzy.lishui.gov.cn/art/2021/3/29/art_1229661812_158646.html,4936340.0,0.887,4378533.58,0,2021-03-29,11,3,11.3,9.12
A3311011160012091001001,青田腊口镇大搬快聚安置点基础设施工程（龙山头农产品加工园一期）开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/10/24/art_1229661956_188534.html,4943762.439,0.902,4459273.72,0,2022-10-24,9,8,9.8,10.0
A3311011160012529,畲族风情康养度假综合体基础配套工程(景宁畲族自治县畲族风情康养度假综合体饮用水工程),http://lssggzy.lishui.gov.cn/art/2023/2/6/art_1229662190_193815.html,4951277.751,0.907,4490808.92,0,2023-02-06,9,3,9.3,8.03
A3311011160010658,0,http://lssggzy.lishui.gov.cn/art/2021/11/18/art_1229661852_132212.html,4951809.0,0.9,4456628.1,0,2021-11-18,10,0,10.0,8.59
A3311011160010276,0,http://lssggzy.lishui.gov.cn/art/2019/8/13/art_1229662056_139520.html,4956928.0,0.89,4411665.92,0,2019-08-13,11,0,11.0,9.28
A3311011160011854,2022-2025年农村生活污水治理设施提升改造项目（2022年农村生活污水治理设施提升改造项目--遂昌县金竹镇夏东村至金竹村、王川村云内生活污水处理设施提升改造）,http://lssggzy.lishui.gov.cn/art/2022/9/16/art_1229662124_188329.html,4958618.917,0.933,4626391.45,0,2022-09-16,6,7,6.7,9.41
A3311011160010276,0,http://lssggzy.lishui.gov.cn/art/2021/3/3/art_1229662056_141708.html,4961007.996,0.933,4628620.46,0,2021-03-03,6,7,6.7,9.79
A3311011160010276,0,http://lssggzy.lishui.gov.cn/art/2020/1/10/art_1229662056_140153.html,4997158.997,0.907,4532423.21,0,2020-01-10,9,3,9.3,8.35
A3311011160010761001001,0,http://lssggzy.lishui.gov.cn/art/2021/12/31/art_1229662124_162582.html,5017625.507,0.908,4556003.96,0,2021-12-31,9,2,9.2,8.73
A3311011160010949001001,云和县老旧小区（浮云小区）改造工程开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/3/15/art_1229661989_187845.html,5021704.321,0.898,4509490.48,0,2022-03-15,10,2,10.2,9.88
A3311011160010276,0,http://lssggzy.lishui.gov.cn/art/2020/12/24/art_1229662124_161342.html,5023652.996,0.938,4712186.51,0,2020-12-24,6,2,6.2,9.04
A3311011160011859001001,青田县鹤城街道北岸村、平演村饮用水达标提标工程开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/9/13/art_1229661956_188517.html,5027692.614,0.922,4635532.59,0,2022-09-13,7,8,7.8,9.75
A3311011160010276,0,http://lssggzy.lishui.gov.cn/art/2020/4/22/art_1229662089_159855.html,5054304.781,0.914,4619634.57,0,2020-04-22,8,6,8.6,9.16
A3311011160010276,0,http://lssggzy.lishui.gov.cn/art/2020/10/21/art_1229661923_139909.html,5057557.001,0.927,4688355.34,0,2020-10-21,7,3,7.3,8.25
A3311011160010593001001,0,http://lssggzy.lishui.gov.cn/art/2021/12/7/art_1229662157_161953.html,5058345.006,0.909,4598035.61,0,2021-12-07,9,1,9.1,10.41
A3311011160010276,0,http://lssggzy.lishui.gov.cn/art/2020/8/28/art_1229661923_139447.html,5076641.998,0.926,4700970.49,0,2020-08-28,7,4,7.4,10.44
A3311011160012828,莲都区联城街道 LC01-B-30（联城东） 迁建安置小区工程,http://lssggzy.lishui.gov.cn/art/2023/4/25/art_1229661852_203441.html,5098904.497,0.934,4762376.8,0,2023-04-25,6,6,6.6,8.76
A3311011160011693001001,遂昌县2022 年老旧小区改造项目——凯恩路（凯恩路幼儿园至广济骨伤）南侧区块开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/8/16/art_1229662124_188053.html,5099311.139,0.887,4523088.98,0,2022-08-16,11,3,11.3,8.22
A3311011160010276,0,http://lssggzy.lishui.gov.cn/art/2020/7/6/art_1229662124_160745.html,5100701.474,0.936,4774256.58,0,2020-07-06,6,4,6.4,8.42
A3311011160011748,2022年中心城区口袋公园微改造项目,http://lssggzy.lishui.gov.cn/art/2022/11/21/art_1229661812_188440.html,5133327.59,0.913,4686728.09,0,2022-11-21,8,7,8.7,9.73
A3311011160010276,0,http://lssggzy.lishui.gov.cn/art/2019/9/11/art_1229661852_132089.html,5138384.615,0.923,4742729.0,0,2019-09-11,7,7,7.7,9.22
A3311011160010276,0,http://lssggzy.lishui.gov.cn/art/2019/11/1/art_1229661812_157658.html,5138787.996,0.933,4794489.2,0,2019-11-01,6,7,6.7,10.29
A3311011160010276,0,http://lssggzy.lishui.gov.cn/art/2019/10/21/art_1229662089_159525.html,5139541.194,0.896,4605028.91,0,2019-10-21,10,4,10.4,8.97
A3311011160010276,0,http://lssggzy.lishui.gov.cn/art/2020/9/14/art_1229661923_139548.html,5165382.326,0.903,4664340.24,0,2020-09-14,9,7,9.7,8.46
A3311011160011951001001,缙云县城建成区“污水零直排”建设项目—紫薇花园小区污水零直排工程开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/9/29/art_1229662089_187864.html,5166956.125,0.893,4614091.82,0,2022-09-29,10,7,10.7,10.51
A3311011160010867001001,丽水南城水阁村地块南侧支路工程开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/2/17/art_1229661812_187619.html,5193109.0,0.9,4673798.1,0,2022-02-17,10,0,10.0,10.55
A3311011160012216,杭州电子科技大学丽水研究院改造项目,http://lssggzy.lishui.gov.cn/art/2022/12/4/art_1229661812_188278.html,5208207.0,0.9,4687386.3,0,2022-12-04,10,0,10.0,8.1
A3311011160011480001001,云和梯田游客服务中心拆迁安置项目二期室外配套工程开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/7/6/art_1229661989_187999.html,5208832.174,0.92,4792125.6,0,2022-07-06,8,0,8.0,8.27
A3311011160010497002001,0,http://lssggzy.lishui.gov.cn/art/2021/9/14/art_1229662124_161735.html,5221913.001,0.923,4819825.7,0,2021-09-14,7,7,7.7,9.26
A3311011160012577,湿地水毁修复项目,http://lssggzy.lishui.gov.cn/art/2023/3/14/art_1229661852_198691.html,5228186.602,0.93,4862213.54,0,2023-03-14,7,0,7.0,8.88
A3311011160010276,0,http://lssggzy.lishui.gov.cn/art/2020/4/22/art_1229662190_173386.html,5268796.002,0.903,4757722.79,0,2020-04-22,9,7,9.7,8.34
A3311011160011664,丽水南城江南路中学南侧支路工程,http://lssggzy.lishui.gov.cn/art/2022/11/21/art_1229661812_188551.html,5320955.075,0.934,4969772.04,0,2022-11-21,6,6,6.6,9.57
A3311011160011582001001,松阳县西屏街道三村综合楼开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/8/30/art_1229662157_188012.html,5356387.998,0.909,4868956.69,0,2022-08-30,9,1,9.1,9.97
A3311011160010276,0,http://lssggzy.lishui.gov.cn/art/2020/1/17/art_1229661812_157739.html,5368586.998,0.926,4971311.56,0,2020-01-17,7,4,7.4,9.39
A3311011160013046,丽水市大溪南路（南明山路口）工程,http://lssggzy.lishui.gov.cn/art/2023/6/8/art_1229661812_214142.html,5371567.005,0.935,5022415.15,0,2023-06-08,6,5,6.5,9.75
A3311011160010613001001,0,http://lssggzy.lishui.gov.cn/art/2021/12/14/art_1229662190_173753.html,5388729.018,0.927,4995351.8,0,2021-12-14,7,3,7.3,8.84
A3311011160010276,0,http://lssggzy.lishui.gov.cn/art/2021/3/3/art_1229661956_138539.html,5424921.658,0.929,5039752.22,0,2021-03-03,7,1,7.1,9.37
A3311011160012946,缙云县乡镇街道生态公墓建设工程-东方胪膛片区骨灰堂及附属工程,http://lssggzy.lishui.gov.cn/art/2023/5/23/art_1229662089_212353.html,5425835.398,0.93,5046026.92,0,2023-05-23,7,0,7.0,8.12
A3311011160010276,0,http://lssggzy.lishui.gov.cn/art/2020/5/8/art_1229662056_140416.html,5440763.0,0.93,5059909.59,0,2020-05-08,7,0,7.0,8.43
A3311011160011331001001,松阳县项弄村综合楼及文化礼堂工程开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/7/5/art_1229662157_187914.html,5467597.998,0.914,4997384.57,0,2022-07-05,8,6,8.6,9.33
A3311011160010761001001,0,http://lssggzy.lishui.gov.cn/art/2021/12/29/art_1229662124_162553.html,5473692.998,0.914,5002955.4,0,2021-12-29,8,6,8.6,8.04
A3311011160012804,仙渡乡节地生态安葬点项目,http://lssggzy.lishui.gov.cn/art/2023/5/6/art_1229661852_210754.html,5483378.998,0.918,5033741.92,0,2023-05-06,8,2,8.2,9.97
A3311011160010276,0,http://lssggzy.lishui.gov.cn/art/2020/6/23/art_1229662089_160077.html,5485133.629,0.923,5062778.34,0,2020-06-23,7,7,7.7,9.04
A3311011160011591001001,2022年遂昌县城雨污水管道提升工程——平昌路雨污水管道提升工程开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/8/12/art_1229662124_188034.html,5492913.204,0.905,4971086.45,0,2022-08-12,9,5,9.5,9.97
A3311011160011502001001,温溪镇小峙村综合提升工程开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/7/11/art_1229661956_188485.html,5494446.23,0.886,4868079.36,0,2022-07-11,11,4,11.4,10.12
A3311011160010276,0,http://lssggzy.lishui.gov.cn/art/2020/8/10/art_1229662124_159894.html,5502508.998,0.888,4886227.99,0,2020-08-10,11,2,11.2,9.61
A3311011160010497002001,0,http://lssggzy.lishui.gov.cn/art/2021/6/3/art_1229662190_173560.html,5513648.004,0.902,4973310.5,0,2021-06-03,9,8,9.8,8.39
A3311011160010276,0,http://lssggzy.lishui.gov.cn/art/2020/12/15/art_1229661812_158226.html,5562821.0,0.91,5062167.11,0,2020-12-15,9,0,9.0,8.3
A3311011160010497002001,0,http://lssggzy.lishui.gov.cn/art/2021/8/30/art_1229661812_159841.html,5584204.002,0.922,5148636.09,0,2021-08-30,7,8,7.8,10.32
A3311011160010276,0,http://lssggzy.lishui.gov.cn/art/2020/12/10/art_1229661812_158187.html,5585062.002,0.909,5076821.36,0,2020-12-10,9,1,9.1,8.98
A3311011160011689001001,大港头镇镇区配套基础设施改造及环境整治项目开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/8/16/art_1229661852_188042.html,5612304.004,0.929,5213830.42,0,2022-08-16,7,1,7.1,10.5
A3311011160011786001001,庆元县教场路提升改造工程开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/8/31/art_1229662056_187946.html,5615208.997,0.907,5092994.56,0,2022-08-31,9,3,9.3,8.95
A3311011160010276,0,http://lssggzy.lishui.gov.cn/art/2020/11/17/art_1229662124_161156.html,5619369.004,0.924,5192296.96,0,2020-11-17,7,6,7.6,8.32
A3311011160010276,0,http://lssggzy.lishui.gov.cn/art/2020/10/11/art_1229661989_137779.html,5620533.951,0.906,5092203.76,0,2020-10-11,9,4,9.4,10.54
A3311011160010276,0,http://lssggzy.lishui.gov.cn/art/2020/8/17/art_1229661812_157978.html,5625495.0,0.906,5096698.47,0,2020-08-17,9,4,9.4,8.14
A3311011160010276,0,http://lssggzy.lishui.gov.cn/art/2019/6/3/art_1229662089_159179.html,5639899.206,0.907,5115388.58,0,2019-06-03,9,3,9.3,9.79
A3311011160010276,0,http://lssggzy.lishui.gov.cn/art/2020/9/4/art_1229662157_161481.html,5660237.004,0.908,5139495.2,0,2020-09-04,9,2,9.2,10.21
A3311011160010276,0,http://lssggzy.lishui.gov.cn/art/2020/12/16/art_1229662190_173447.html,5694121.351,0.918,5227203.4,0,2020-12-16,8,2,8.2,10.29
A3311011160010276,0,http://lssggzy.lishui.gov.cn/art/2019/6/12/art_1229662157_159478.html,5712286.997,0.919,5249591.75,0,2019-06-12,8,1,8.1,8.32
A3311011160011732,遂昌县城区河岸便民设施提升工程,http://lssggzy.lishui.gov.cn/art/2022/8/24/art_1229662124_188343.html,5714319.516,0.93,5314317.15,0,2022-08-24,7,0,7.0,10.24
A3311011160011751001001,青田县应急物资储备仓项目开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/8/29/art_1229661956_188505.html,5717323.877,0.926,5294241.91,0,2022-08-29,7,4,7.4,9.96
A3311011160010276,0,http://lssggzy.lishui.gov.cn/art/2020/6/30/art_1229662157_161271.html,5722885.005,0.937,5362343.25,0,2020-06-30,6,3,6.3,9.6
A3311011160012817,中梁天悦湾幼儿园改造工程,http://lssggzy.lishui.gov.cn/art/2023/4/20/art_1229661852_202962.html,5723027.0,0.93,5322415.11,0,2023-04-20,7,0,7.0,9.89
A3311011160012908,青田县仁庄镇集镇道路网工程一期项目,http://lssggzy.lishui.gov.cn/art/2023/5/17/art_1229661956_211702.html,5755378.348,0.938,5398544.89,0,2023-05-17,6,2,6.2,8.56
A3311011160010497002001,0,http://lssggzy.lishui.gov.cn/art/2021/8/18/art_1229662124_161492.html,5757809.405,0.907,5222333.13,0,2021-08-18,9,3,9.3,8.87
A3311011160010276,0,http://lssggzy.lishui.gov.cn/art/2019/9/18/art_1229661956_136829.html,5767812.465,0.917,5289084.03,0,2019-09-18,8,3,8.3,10.38
A3311011160012918,缙云县县城建成区“污水零直排区”建设工程—白云路片区污水零直排工程,http://lssggzy.lishui.gov.cn/art/2023/5/15/art_1229662089_211424.html,5776296.719,0.896,5175561.86,0,2023-05-15,10,4,10.4,8.33
A3311011160010276,0,http://lssggzy.lishui.gov.cn/art/2020/1/16/art_1229661923_138698.html,5798590.0,0.928,5381091.52,0,2020-01-16,7,2,7.2,8.93
A3311011160010276,0,http://lssggzy.lishui.gov.cn/art/2019/7/9/art_1229661923_137932.html,5808341.838,0.887,5151999.21,0,2019-07-09,11,3,11.3,10.43
A3311011160010655,0,http://lssggzy.lishui.gov.cn/art/2021/12/1/art_1229662190_173732.html,5820501.003,0.937,5453809.44,0,2021-12-01,6,3,6.3,10.54
A3311011160010497002001,0,http://lssggzy.lishui.gov.cn/art/2021/10/11/art_1229662056_142694.html,5837193.004,0.902,5265148.09,0,2021-10-11,9,8,9.8,9.51
A3311011160010761001001,丽水南城人民医院地块富五路南段工程开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/1/14/art_1229661812_187595.html,5862692.004,0.913,5352637.8,0,2022-01-14,8,7,8.7,9.55
A3311011160010497002001,0,http://lssggzy.lishui.gov.cn/art/2021/8/19/art_1229662124_161529.html,5876843.195,0.914,5371434.68,0,2021-08-19,8,6,8.6,10.29
A3311011160010276,0,http://lssggzy.lishui.gov.cn/art/2020/7/3/art_1229661923_139490.html,5886941.001,0.929,5468968.19,0,2020-07-03,7,1,7.1,9.1
A3311011160012920,庆元县基层医疗卫生服务体系提升工程—隆宫乡卫生院迁建工程,http://lssggzy.lishui.gov.cn/art/2023/5/16/art_1229662056_211707.html,5896197.335,0.927,5465774.93,0,2023-05-16,7,3,7.3,9.39
A3311011160010276,0,http://lssggzy.lishui.gov.cn/art/2020/4/7/art_1229661956_137139.html,5910458.249,0.925,5467173.88,0,2020-04-07,7,5,7.5,8.75
A3311011160010276,0,http://lssggzy.lishui.gov.cn/art/2019/8/20/art_1229661956_136612.html,5915304.516,0.899,5317858.76,0,2019-08-20,10,1,10.1,9.85
A3311011160013110,丽水市莲都区鸿达花苑老旧小区改造工程,http://lssggzy.lishui.gov.cn/art/2023/6/14/art_1229661852_214922.html,5915821.996,0.922,5454387.88,0,2023-06-14,7,8,7.8,10.34
A3311011160010497002001,0,http://lssggzy.lishui.gov.cn/art/2021/10/22/art_1229662124_161993.html,5917074.814,0.885,5236611.21,0,2021-10-22,11,5,11.5,9.29
A3311011160010276,0,http://lssggzy.lishui.gov.cn/art/2019/10/24/art_1229662124_159733.html,5923365.0,0.936,5544269.64,0,2019-10-24,6,4,6.4,9.59
A3311011160010497002001,0,http://lssggzy.lishui.gov.cn/art/2021/6/25/art_1229661812_159201.html,5970780.0,0.933,5570737.74,0,2021-06-25,6,7,6.7,9.48
A3311011160010981001001,松阳县人民医院给排水提升改造工程开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/5/4/art_1229662157_187831.html,5988111.001,0.919,5503074.01,0,2022-05-04,8,1,8.1,8.24
A3311011160010276,0,http://lssggzy.lishui.gov.cn/art/2020/12/17/art_1229661956_138160.html,6003248.938,0.913,5480966.28,0,2020-12-17,8,7,8.7,9.98
A3311011160010497002001,0,http://lssggzy.lishui.gov.cn/art/2021/8/5/art_1229661956_139177.html,6007324.664,0.922,5538753.34,0,2021-08-05,7,8,7.8,8.17
A3311011160010276,0,http://lssggzy.lishui.gov.cn/art/2020/6/5/art_1229661923_139146.html,6021992.786,0.901,5425815.5,0,2020-06-05,9,9,9.9,9.57
A3311011160010497002001,0,http://lssggzy.lishui.gov.cn/art/2021/5/13/art_1229661923_140570.html,6030833.003,0.939,5662952.19,0,2021-05-13,6,1,6.1,9.63
A3311011160012572,元和街道包山雪梨标准化示范基地,http://lssggzy.lishui.gov.cn/art/2023/2/28/art_1229661989_195352.html,6033150.0,0.926,5586696.9,0,2023-02-28,7,4,7.4,8.34
A3311011160010276,0,http://lssggzy.lishui.gov.cn/art/2021/4/7/art_1229661852_132248.html,6048015.0,0.91,5503693.65,0,2021-04-07,9,0,9.0,8.08
A3311011160010497002001,0,http://lssggzy.lishui.gov.cn/art/2021/5/24/art_1229662190_173547.html,6053111.224,0.907,5490171.88,0,2021-05-24,9,3,9.3,8.23
A3311011160010276,0,http://lssggzy.lishui.gov.cn/art/2020/9/25/art_1229662089_160197.html,6061343.128,0.908,5503699.56,0,2020-09-25,9,2,9.2,8.94
A3311011160011539001001,庆元县岩溪村历史文化村落保护与利用项目开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/8/5/art_1229662056_187877.html,6072745.006,0.899,5459397.76,0,2022-08-05,10,1,10.1,8.2
A3311011160011395001001,缙云县新建镇洋山区块组团配套项目-工业二路工程开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/6/23/art_1229662089_187732.html,6081670.262,0.915,5564728.29,0,2022-06-23,8,5,8.5,10.5
A3311011160012861,白云山脚幼儿园改造工程,http://lssggzy.lishui.gov.cn/art/2023/5/8/art_1229661852_210802.html,6090650.0,0.927,5646032.55,0,2023-05-08,7,3,7.3,9.46
A3311011160011466001001,温溪镇港头村十五米路综合改造工程开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/7/22/art_1229661956_188491.html,6095620.272,0.883,5382432.7,0,2022-07-22,11,7,11.7,10.02
A3311011160010497002001,0,http://lssggzy.lishui.gov.cn/art/2021/7/28/art_1229662157_161176.html,6102650.0,0.92,5614438.0,0,2021-07-28,8,0,8.0,10.3
A3311011160010579,0,http://lssggzy.lishui.gov.cn/art/2021/10/26/art_1229662124_162036.html,6109297.083,0.936,5718302.07,0,2021-10-26,6,4,6.4,10.33
A3311011160010889002001,莲都区灯塔幼儿园教育集团（中骏璟园园区）改造工程开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/2/21/art_1229661852_187641.html,6115589.005,0.915,5595763.94,0,2022-02-21,8,5,8.5,10.52
A3311011160010276,0,http://lssggzy.lishui.gov.cn/art/2019/5/22/art_1229662089_159096.html,6119325.708,0.932,5703211.56,0,2019-05-22,6,8,6.8,10.56
A3311011160010276,0,http://lssggzy.lishui.gov.cn/art/2020/7/24/art_1229662157_161363.html,6124872.002,0.904,5536884.29,0,2020-07-24,9,6,9.6,9.3
A3311011160010276,0,http://lssggzy.lishui.gov.cn/art/2019/11/29/art_1229661923_138215.html,6142039.45,0.928,5699812.61,0,2019-11-29,7,2,7.2,9.36
A3311011160010613001001,0,http://lssggzy.lishui.gov.cn/art/2021/12/17/art_1229662124_162458.html,6156472.492,0.931,5731675.89,0,2021-12-17,6,9,6.9,8.86
A3311011160011186001001,遂昌县城市建成区“污水零直排区”建设项目——水阁、龙谷路地块开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/5/20/art_1229662124_187733.html,6171229.794,0.924,5702216.33,0,2022-05-20,7,6,7.6,10.08
A3311011160010497002001,0,http://lssggzy.lishui.gov.cn/art/2021/8/3/art_1229662124_161456.html,6180731.534,0.932,5760441.79,0,2021-08-03,6,8,6.8,9.29
A3311011160010497002001,0,http://lssggzy.lishui.gov.cn/art/2021/10/9/art_1229662056_142675.html,6186876.997,0.919,5685739.96,0,2021-10-09,8,1,8.1,9.94
A3311011160010276,0,http://lssggzy.lishui.gov.cn/art/2020/1/7/art_1229662124_160135.html,6187888.999,0.939,5810427.77,0,2020-01-07,6,1,6.1,10.16
A3311011160010276,0,http://lssggzy.lishui.gov.cn/art/2019/9/19/art_1229661812_157597.html,6214663.679,0.935,5810710.54,0,2019-09-19,6,5,6.5,9.3
A3311011160010276,0,http://lssggzy.lishui.gov.cn/art/2019/8/14/art_1229662157_159849.html,6216662.998,0.924,5744196.61,0,2019-08-14,7,6,7.6,8.29
A3311011160010497002001,0,http://lssggzy.lishui.gov.cn/art/2021/8/27/art_1229662124_161594.html,6229475.253,0.929,5787182.51,0,2021-08-27,7,1,7.1,10.4
A3311011160010497002001,0,http://lssggzy.lishui.gov.cn/art/2021/9/6/art_1229661812_159896.html,6244985.998,0.902,5632977.37,0,2021-09-06,9,8,9.8,8.88
A3311011160010276,0,http://lssggzy.lishui.gov.cn/art/2020/12/8/art_1229661923_140215.html,6257600.0,0.885,5537976.0,0,2020-12-08,11,5,11.5,8.38
A3311011160012441,松阳县北山停车场配套用房项目,http://lssggzy.lishui.gov.cn/art/2023/1/6/art_1229662157_192114.html,6264034.002,0.907,5681478.84,0,2023-01-06,9,3,9.3,9.38
A3311011160010276,0,http://lssggzy.lishui.gov.cn/art/2020/5/22/art_1229662157_161024.html,6271665.006,0.889,5575510.19,0,2020-05-22,11,1,11.1,9.48
A3311011160010276,0,http://lssggzy.lishui.gov.cn/art/2020/12/23/art_1229661812_158260.html,6299348.36,0.884,5568623.95,0,2020-12-23,11,6,11.6,9.78
A3311011160012777,九龙山地质景观旅游基础设施建设项目,http://lssggzy.lishui.gov.cn/art/2023/4/7/art_1229662190_201855.html,6318810.635,0.898,5674291.95,0,2023-04-07,10,2,10.2,9.68
A3311011160010276,0,http://lssggzy.lishui.gov.cn/art/2020/6/28/art_1229661812_157917.html,6327459.348,0.935,5916174.49,0,2020-06-28,6,5,6.5,9.84
A3311011160010497002001,0,http://lssggzy.lishui.gov.cn/art/2021/7/26/art_1229661812_159450.html,6336436.002,0.918,5816848.25,0,2021-07-26,8,2,8.2,8.75
A3311011160010882001001,景宁县敕木山路道路工程（山哈宫段）开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/3/9/art_1229662190_187609.html,6336595.942,0.892,5652243.58,0,2022-03-09,10,8,10.8,9.03
A3311011160011267001001,青田县机动车安全技术检测站周边道路工程开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/5/27/art_1229661956_188466.html,6338453.89,0.887,5622208.6,0,2022-05-27,11,3,11.3,8.95
A3311011160010497002001,0,http://lssggzy.lishui.gov.cn/art/2021/9/10/art_1229661956_139272.html,6364099.231,0.936,5956796.88,0,2021-09-10,6,4,6.4,10.33
A3311011160010276,0,http://lssggzy.lishui.gov.cn/art/2020/12/18/art_1229661812_158247.html,6384402.002,0.909,5803421.42,0,2020-12-18,9,1,9.1,9.2
A3311011160012243,遂昌县2022年县城交通安全隐患整治工程,http://lssggzy.lishui.gov.cn/art/2022/12/4/art_1229662124_188279.html,6385506.816,0.895,5715028.6,0,2022-12-04,10,5,10.5,8.84
A3311011160010497002001,0,http://lssggzy.lishui.gov.cn/art/2021/10/22/art_1229661956_139527.html,6393411.135,0.925,5913905.3,0,2021-10-22,7,5,7.5,9.8
A3311011160010276,0,http://lssggzy.lishui.gov.cn/art/2020/11/27/art_1229662089_160673.html,6414841.001,0.909,5831090.47,0,2020-11-27,9,1,9.1,9.21
A3311011160011035001001,松阳高腔传承中心（老剧院）改造提升工程开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/4/20/art_1229662157_187812.html,6417890.0,0.927,5949384.03,0,2022-04-20,7,3,7.3,8.93
A3311011160011609001001,庆元县屏都综合新区生物科技（食用菌）产业园工程——挡土墙二期开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/8/3/art_1229662056_187870.html,6439237.005,0.888,5718042.46,0,2022-08-03,11,2,11.2,8.81
A3311011160012521,K地块、余庄前二期等安置小区亮化工程,http://lssggzy.lishui.gov.cn/art/2023/6/20/art_1229661812_215554.html,6449083.996,0.891,5746133.84,0,2023-06-20,10,9,10.9,9.9
A3311011160012786,37套人才公寓装修工程（红云苑、采荷文苑）,http://lssggzy.lishui.gov.cn/art/2023/4/13/art_1229661812_202199.html,6451735.0,0.884,5703333.74,0,2023-04-13,11,6,11.6,8.46
A3311011160010497002001,0,http://lssggzy.lishui.gov.cn/art/2021/9/30/art_1229661989_138851.html,6468988.564,0.919,5945000.49,0,2021-09-30,8,1,8.1,9.56
A3311011160010276,0,http://lssggzy.lishui.gov.cn/art/2019/8/8/art_1229661812_157537.html,6484602.997,0.931,6037165.39,0,2019-08-08,6,9,6.9,10.05
A3311011160012066002001,青田县城市天然气利用工程一期（中部组团气源站）开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/10/24/art_1229661956_188533.html,6489401.834,0.916,5944292.08,0,2022-10-24,8,4,8.4,8.26
A3311011160010761001001,遂昌县王村口小学路建设项目开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/1/6/art_1229662124_187572.html,6493330.983,0.936,6077757.8,0,2022-01-06,6,4,6.4,8.95
A3311011160010497002001,0,http://lssggzy.lishui.gov.cn/art/2021/9/22/art_1229662124_161774.html,6514137.101,0.928,6045119.23,0,2021-09-22,7,2,7.2,8.86
A3311011160010276,0,http://lssggzy.lishui.gov.cn/art/2020/6/16/art_1229661923_139266.html,6515130.356,0.927,6039525.84,0,2020-06-16,7,3,7.3,8.93
A3311011160010276,0,http://lssggzy.lishui.gov.cn/art/2020/12/25/art_1229662190_173457.html,6519161.216,0.921,6004147.48,0,2020-12-25,7,9,7.9,9.82
A3311011160011588,2022 年遂昌县城雨污水管道提升工程—牡丹亭路至元立大道雨污水管清淤提升工程,http://lssggzy.lishui.gov.cn/art/2022/8/23/art_1229662124_188363.html,6526809.73,0.927,6050352.62,0,2022-08-23,7,3,7.3,8.71
A3311011160010860004001,遂昌县新路湾镇蕉川村乡村会客厅建设项目开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/1/18/art_1229662124_187606.html,6543490.997,0.923,6039642.19,0,2022-01-18,7,7,7.7,8.55
A3311011160010497002001,0,http://lssggzy.lishui.gov.cn/art/2021/9/26/art_1229661989_138822.html,6545478.996,0.916,5995658.76,0,2021-09-26,8,4,8.4,8.13
A3311011160011883001001,马岭头隧道基础设施配套工程开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/10/8/art_1229662190_187913.html,6579013.509,0.892,5868480.05,0,2022-10-08,10,8,10.8,9.91
A3311011160010497002001,0,http://lssggzy.lishui.gov.cn/art/2021/9/9/art_1229661923_140643.html,6583156.0,0.885,5826093.06,0,2021-09-09,11,5,11.5,9.72
A3311011160010276,0,http://lssggzy.lishui.gov.cn/art/2019/11/26/art_1229661923_138175.html,6627859.042,0.929,6157281.05,0,2019-11-26,7,1,7.1,8.6
A3311011160010276,0,http://lssggzy.lishui.gov.cn/art/2019/11/20/art_1229661956_136818.html,6628724.545,0.913,6052025.51,0,2019-11-20,8,7,8.7,8.66
A3311011160010276,0,http://lssggzy.lishui.gov.cn/art/2020/9/21/art_1229661852_132122.html,6640745.0,0.91,6043077.95,0,2020-09-21,9,0,9.0,9.4
A3311011160013093,梯田景区游客中心工程拆迁安置区连接道路改建工程,http://lssggzy.lishui.gov.cn/art/2023/6/12/art_1229661989_214669.html,6665554.196,0.889,5925677.68,0,2023-06-12,11,1,11.1,10.25
