"id","county","classify","project_type","zbkzj","k1","k2","kbjj","publish_time","source_website_address","numbers_bidders","trade_method"
"ah-huainan-621c542e-a888-49a0-8782-dea5edf11ebe-1KB","寿县","工程建设","公路工程","899960.90","-14.2","-11","786526.51","20/4/2023 00:00:00","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012002/20230420/621c542e-a888-49a0-8782-dea5edf11ebe-1KB.html","268","公开招标"
"ah-huainan-62785f94-dcdb-4cd9-943c-30ae8a386e9b-1KB","市级","工程建设",,"3530000.0","0.2",,"3447073.21","11/5/2023 00:00:00","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012001/20230511/62785f94-dcdb-4cd9-943c-30ae8a386e9b-1KB.html","466","公开招标"
"ah-huainan-62826369-534d-4d5f-9d31-ac6f8807334d-1KB","寿县","工程建设",,"2634884.36","1",,"2434189.00","26/5/2023 00:00:00","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012002/20230526/62826369-534d-4d5f-9d31-ac6f8807334d-1KB.html","25","公开招标"
"ah-huainan-62cc4948-e41d-494d-a01c-ce99c6d1a4ab-1KB","市级","工程建设","建筑工程","13000000.0","0",,"10536977.68","13/3/2023 00:00:00","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012001/20230313/62cc4948-e41d-494d-a01c-ce99c6d1a4ab-1KB.html","58","公开招标"
"ah-huainan-6361287f-acb3-48af-abdd-04a9759ef9a3-1KB","市级","工程建设",,,"0",,,"4/1/2023 00:00:00","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012001/20230104/6361287f-acb3-48af-abdd-04a9759ef9a3-1KB.html","11","公开招标"
"ah-huainan-64009c4d-aad7-453a-8f8c-b1f51ce6ee39-1KB",,"工程建设",,,,,,"26/6/2023 00:00:00","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012003/20230626/64009c4d-aad7-453a-8f8c-b1f51ce6ee39-1KB.html","17","公开招标"
"ah-huainan-64ae3d59-2ac1-4798-ba54-470a324a5774",,"工程建设",,,"0.5",,,"29/9/2022 00:00:00","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012001/20220929/64ae3d59-2ac1-4798-ba54-470a324a5774.html","13","公开招标"
"ah-huainan-64e99d4a-2dc0-4951-b3f6-409fcaeb8935-1KB",,"工程建设","建筑工程","4500000.0","0",,"4000119.09","22/12/2022 00:00:00","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012001/20221222/64e99d4a-2dc0-4951-b3f6-409fcaeb8935-1KB.html","5","公开招标"
"ah-huainan-65179599-e76c-40b6-9379-e4c274f833f4-1KB","寿县","工程建设",,"1500000.0","0",,"1284600","10/4/2023 00:00:00","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012002/20230410/65179599-e76c-40b6-9379-e4c274f833f4-1KB.html","16","公开招标"
"ah-huainan-66dd8256-5436-4ff6-8f2e-6ae1ee3e6636","市级","工程建设","公路工程",,"0",,,"5/9/2022 00:00:00","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012001/20220905/66dd8256-5436-4ff6-8f2e-6ae1ee3e6636.html","18","公开招标"
"ah-huainan-6746fb23-9219-4666-8fc3-ebff20e09e81-1KB","市级","工程建设","市政公用工程","60000000.0",,,"56690415.75","18/1/2023 00:00:00","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012001/20230118/6746fb23-9219-4666-8fc3-ebff20e09e81-1KB.html","16","公开招标"
"ah-huainan-67a59fa5-b557-472f-a158-b918ea2cdf14-1KB","寿县","工程建设","建筑工程","832813.58","0.60","0.96","777514.76","3/1/2023 00:00:00","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012002/20230103/67a59fa5-b557-472f-a158-b918ea2cdf14-1KB.html","148","公开招标"
"ah-huainan-67bb0a68-ad7b-45cf-bb72-6c60f5461591","寿县","工程建设","建筑工程","6431978.67","-8.2","-10.2","5839944.62","9/10/2021 00:00:00","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012002/20211108/67bb0a68-ad7b-45cf-bb72-6c60f5461591.html","233","公开招标"
"ah-huainan-67db9b7f-c9b5-459c-a906-20df4f2fb9eb-1KB","寿县","工程建设","建筑工程","10893651.77","0.45","0.95","9915401.84","3/4/2023 00:00:00","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012002/20230403/67db9b7f-c9b5-459c-a906-20df4f2fb9eb-1KB.html","175","公开招标"
"ah-huainan-68280e39-4cba-40c8-8a99-5ec3d3ecabab-1KB","凤台县","工程建设","公路工程","12500000.0","0",,"11837527.74","10/2/2023 00:00:00","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012003/20230210/68280e39-4cba-40c8-8a99-5ec3d3ecabab-1KB.html","22","公开招标"
"ah-huainan-68b909ab-5730-428e-984c-48ff14844297-1KB","寿县","工程建设","建筑工程",,,,"1053209106.00","15/2/2023 00:00:00","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012002/20230215/68b909ab-5730-428e-984c-48ff14844297-1KB.html","7","公开招标"
"ah-huainan-68d21a46-f1ed-4e0a-92f1-de5b76c91147-1KB","寿县","工程建设",,"1.1",,,"1.056","19/12/2022 00:00:00","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012002/20221219/68d21a46-f1ed-4e0a-92f1-de5b76c91147-1KB.html","20","公开招标"
"ah-huainan-69177055-44af-4b98-a3b4-4a3f50e1f7ea-1KB","凤台县","工程建设","建筑工程","12.52385","0",,"99.50","26/4/2023 00:00:00","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012003/20230426/69177055-44af-4b98-a3b4-4a3f50e1f7ea-1KB.html","14","公开招标"
"ah-huainan-6920cbf3-f893-4964-a425-293aacce0ea2-1KB","市级","工程建设","建筑工程",,"0",,"1150000.00","1/11/2022 00:00:00","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012001/20221101/6920cbf3-f893-4964-a425-293aacce0ea2-1KB.html","25","公开招标"
"ah-huainan-696347af-e0a9-47b0-aea8-be649ab95ef5","寿县","工程建设","水利水电工程","8298499.36","0.3","-2","7878595.29","9/9/2021 00:00:00","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012002/20211102/696347af-e0a9-47b0-aea8-be649ab95ef5.html","513","公开招标"
"ah-huainan-6963c3c7-4779-42dc-a315-dd62a0fd193e-1KB","寿县","工程建设","市政公用工程","10720853.32","-13.2","-10.6","9442710.51","16/5/2023 00:00:00","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012002/20230516/6963c3c7-4779-42dc-a315-dd62a0fd193e-1KB.html","184","公开招标"
"ah-huainan-6a5034eb-4d3c-4a19-a54c-33b487af9e0a-1KB","寿县","工程建设","建筑工程","766618.07","0.50","0.96","709712.53","3/1/2023 00:00:00","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012002/20230103/6a5034eb-4d3c-4a19-a54c-33b487af9e0a-1KB.html","146","公开招标"
"ah-huainan-6a70dea5-f053-40ab-a651-f8faa9124d54",,"工程建设","水利水电工程","8298499.36","0.3","-2","7878595.29","9/9/2021 00:00:00","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012002/20211102/6a70dea5-f053-40ab-a651-f8faa9124d54.html","510","公开招标"
"ah-huainan-6a80a4bd-b2e6-4456-8f70-067d1158e69e-1KB","市级","工程建设","水利水电工程","10000000","0.1",,"9264741.74","6/4/2023 00:00:00","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012001/20230406/6a80a4bd-b2e6-4456-8f70-067d1158e69e-1KB.html","906","公开招标"
"ah-huainan-6b0e2808-9939-4fae-bf8d-564f7b8fcc9a",,"工程建设","水利水电工程","8298499.36","0.3","-2","7878595.29","9/9/2021 00:00:00","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012002/20211102/6b0e2808-9939-4fae-bf8d-564f7b8fcc9a.html","503","公开招标"
"ah-huainan-6b6c8bb3-e892-4e36-a2e7-c1ae655ed5c2-1KB","寿县","工程建设","建筑工程","1240333.33","0.5","0.97","1163184.59","19/12/2022 00:00:00","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012002/20221219/6b6c8bb3-e892-4e36-a2e7-c1ae655ed5c2-1KB.html","148","公开招标"
"ah-huainan-6bdd1f68-5b98-41f7-81bb-109b1140abd2","寿县","工程建设","建筑工程","34379560.93","-14.8","-14","29427432.72","16/9/2021 00:00:00","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012002/20211111/6bdd1f68-5b98-41f7-81bb-109b1140abd2.html","936","公开招标"
"ah-huainan-6cf0b714-ac61-466e-88f6-c6aade788b56-1KB","凤台县","工程建设","工程货物类","9990000.0",,,"9574000","21/6/2023 00:00:00","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012003/20230621/6cf0b714-ac61-466e-88f6-c6aade788b56-1KB.html","18","公开招标"
"ah-huainan-6cf636b1-825c-423e-9ff6-30b09e596dc6-1KB",,"工程建设","建筑工程","12040000","0",,"11493114.07","21/6/2023 00:00:00","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012001/20230621/6cf636b1-825c-423e-9ff6-30b09e596dc6-1KB.html","72","公开招标"
"ah-huainan-6d975b7a-b2a4-4923-9b74-adfe792ad472",,"工程建设","水利水电工程",,"0.5",,"16909568.24","30/9/2021 00:00:00","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012001/20211111/6d975b7a-b2a4-4923-9b74-adfe792ad472.html","136","公开招标"
"ah-huainan-6e2bb296-4574-4ded-90a1-0a2e99dfe0a4-1KB","市级","工程建设","建筑工程","7500000.0","0",,"6053227.48","27/2/2023 00:00:00","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012001/20230227/6e2bb296-4574-4ded-90a1-0a2e99dfe0a4-1KB.html","81","公开招标"
"ah-huainan-6e2cfb9a-cf7e-40c3-8e65-99205de14d98-1KB","寿县","工程建设","建筑工程","7275154.31",,,"6231242.42","28/2/2023 00:00:00","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012002/20230228/6e2cfb9a-cf7e-40c3-8e65-99205de14d98-1KB.html","126","公开招标"
"ah-huainan-6e4c7665-d1a7-4f9e-8659-cce1c9447ab4-1KB","市级","工程建设","建筑工程","16219500.0",,,"15821160.00","19/4/2023 00:00:00","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012001/20230419/6e4c7665-d1a7-4f9e-8659-cce1c9447ab4-1KB.html","16","公开招标"
"ah-huainan-6e830b7f-d255-4365-826f-730f4a6fdf60-1KB","凤台县","工程建设","公路工程","38000000.0","0",,"8931183.86","20/4/2023 00:00:00","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012003/20230420/6e830b7f-d255-4365-826f-730f4a6fdf60-1KB.html","507","公开招标"
"ah-huainan-6f60ac8b-d36a-424d-a9d9-7c6bcbb40799-1KB","寿县","工程建设","建筑工程","5340608.07","0.55","0.98","5027114.38","18/4/2023 00:00:00","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012002/20230418/6f60ac8b-d36a-424d-a9d9-7c6bcbb40799-1KB.html","172","公开招标"
"ah-huainan-6fa001e4-c2e8-4fa9-861d-0b879ba8689f-1KB",,"工程建设",,,"0.45","0.94",,"27/6/2023 00:00:00","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012002/20230627/6fa001e4-c2e8-4fa9-861d-0b879ba8689f-1KB.html","182",
"ah-huainan-6fd52831-dc5f-4368-8bca-2a1904b54c5c-1KB","市级","工程建设","工程设计类",,"0",,"2660000","9/5/2023 00:00:00","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012001/20230509/6fd52831-dc5f-4368-8bca-2a1904b54c5c-1KB.html","9","公开招标"
"ah-huainan-70832da3-b28b-482e-9365-0b4067ade313-1KB","市级","工程建设","建筑工程","419213424.49999994","0",,"376158126.43","10/5/2023 00:00:00","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012001/20230510/70832da3-b28b-482e-9365-0b4067ade313-1KB.html","23","公开招标"
"ah-huainan-711e6e17-29e3-4e74-a02a-5ad058cf637c-1KB","寿县","工程建设","公路工程","2979471.50","-8.6","-11.8","2672452.32","30/5/2023 00:00:00","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012002/20230530/711e6e17-29e3-4e74-a02a-5ad058cf637c-1KB.html","254","公开招标"
"ah-huainan-712bdbff-fcab-47b9-9f55-953face0f75f-1KB","市级","工程建设","建筑工程",,,,"1591200.00","21/3/2023 00:00:00","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012001/20230324/712bdbff-fcab-47b9-9f55-953face0f75f-1KB.html","18","公开招标"
"ah-huainan-71fba106-6abf-4efe-b44f-834b80944e75-1KB",,"工程建设","建筑工程","5000000","1",,"4907648.11","13/3/2023 00:00:00","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012001/20230313/71fba106-6abf-4efe-b44f-834b80944e75-1KB.html","8","公开招标"
"ah-huainan-7208e702-180f-4741-8d28-e47013ad1de9-1KB",,"工程建设","市政公用工程","33000000.0","0",,"22580392.89","22/2/2023 00:00:00","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012001/20230222/7208e702-180f-4741-8d28-e47013ad1de9-1KB.html","52","公开招标"
"ah-huainan-7338c0fe-1c04-4dec-ac2c-81d21401393a","市级","工程建设",,,,,,"5/8/2022 00:00:00","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012001/20220805/7338c0fe-1c04-4dec-ac2c-81d21401393a.html","14","公开招标"
"ah-huainan-7409a63f-0f2d-4626-aa8c-89b288c661a6-1KB","寿县","工程建设","公路工程","4022698.32","-11.8","-13.2","3519685.04","6/4/2023 00:00:00","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012002/20230406/7409a63f-0f2d-4626-aa8c-89b288c661a6-1KB.html","325","公开招标"
"ah-huainan-74cc3c92-b60d-441a-a220-abcd46421fe3","寿县","工程建设","水利水电工程","8298499.36","0.3","-2","7878595.29","9/9/2021 00:00:00","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012002/20211102/74cc3c92-b60d-441a-a220-abcd46421fe3.html","502","公开招标"
"ah-huainan-754d1270-7960-4745-be82-59ba4b531e29-1KB",,"工程建设",,,"0.4","0.98",,"27/6/2023 00:00:00","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012002/20230627/754d1270-7960-4745-be82-59ba4b531e29-1KB.html","180",
"ah-huainan-75e3097e-4e9d-484a-b395-218b75684a1c-1KB","市级","工程建设","水利水电工程",,"0.5",,"116876532.63","3/4/2023 00:00:00","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012001/20230403/75e3097e-4e9d-484a-b395-218b75684a1c-1KB.html","22","公开招标"
"ah-huainan-7755d0e9-d51d-4a34-a35d-3557b16d500d-1KB","市级","工程建设","公路工程","3058700.0","0",,"2869978.21","12/6/2023 00:00:00","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012001/20230612/7755d0e9-d51d-4a34-a35d-3557b16d500d-1KB.html","4","公开招标"
"ah-huainan-77f9d695-adeb-4cde-a1b2-ec597cc42956","寿县","工程建设","水利水电工程","8298499.36","0.3","-2","7878595.29","9/9/2021 00:00:00","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012002/20211102/77f9d695-adeb-4cde-a1b2-ec597cc42956.html","504","公开招标"
"ah-huainan-7860a530-b5a9-4d4b-80e1-9370804ef9a5-1KB","寿县","工程建设","公路工程","1460870.49","-10","-13.8","1286962.55","20/4/2023 00:00:00","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012002/20230420/7860a530-b5a9-4d4b-80e1-9370804ef9a5-1KB.html","271","公开招标"
"ah-huainan-78e57d7d-393e-4a04-8a35-6574f07b7ce4-1KB","寿县","工程建设","建筑工程",,"-11","-11.4","7708200","10/11/2022 00:00:00","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012002/20221110/78e57d7d-393e-4a04-8a35-6574f07b7ce4-1KB.html","46","公开招标"
"ah-huainan-79664e07-34b1-4af1-bcea-1393e54f561a-1KB","寿县","工程建设","市政公用工程","4955876.66","-10","-8.4","4385950.84","18/1/2023 00:00:00","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012002/20230118/79664e07-34b1-4af1-bcea-1393e54f561a-1KB.html","57","公开招标"
"ah-huainan-7c119d7a-ebfb-4ab2-96ee-a88e23908fd6-1KB","凤台县","工程建设","公路工程","12000000.0","0",,"8149906.31","27/4/2023 00:00:00","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012003/20230427/7c119d7a-ebfb-4ab2-96ee-a88e23908fd6-1KB.html","481","公开招标"
"ah-huainan-7ca9eecf-97c0-4218-953d-56a1708f95c9-1KB","凤台县","工程建设","建筑工程",,"0",,"3520000.00","17/5/2023 00:00:00","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012003/20230517/7ca9eecf-97c0-4218-953d-56a1708f95c9-1KB.html","9","公开招标"
"ah-huainan-7d69373c-4703-4917-a97a-783e1b95f2ec-1KB","市级","工程建设","水利水电工程",,"0",,"1510500.00","22/5/2023 00:00:00","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012001/20230522/7d69373c-4703-4917-a97a-783e1b95f2ec-1KB.html","11","公开招标"
"ah-huainan-7dc3d33b-18f1-452e-b60e-029d29acfc31-1KB",,"工程建设",,,"0",,,"25/6/2023 00:00:00","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012001/20230625/7dc3d33b-18f1-452e-b60e-029d29acfc31-1KB.html","6","公开招标"
"ah-huainan-7eacfe99-a89d-4eb4-ab08-2a0d26e610cc",,"工程建设","市政公用工程","45000000.0",,,"43425000.00","23/11/2021 00:00:00","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012001/20211123/7eacfe99-a89d-4eb4-ab08-2a0d26e610cc.html","20","公开招标"
"ah-huainan-7ed3af4a-7037-4288-85e6-327ba7ea2ccb-1KB","市级","工程建设",,,,,"5833200.00","1/2/2023 00:00:00","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012001/20230201/7ed3af4a-7037-4288-85e6-327ba7ea2ccb-1KB.html","28","公开招标"
"ah-huainan-7f515f75-f065-4605-b84f-0c4742bd7b96-1KB",,"工程建设",,,"0",,,"29/6/2023 00:00:00","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012003/20230629/7f515f75-f065-4605-b84f-0c4742bd7b96-1KB.html","31",
"ah-huainan-7f5f38cf-d6a5-4a95-9b8c-0e83c45c29f9-1KB","凤台县","工程建设","建筑工程","2300000.0","3.83",,"2050095.59","19/4/2023 00:00:00","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012003/20230419/7f5f38cf-d6a5-4a95-9b8c-0e83c45c29f9-1KB.html","204","公开招标"
"ah-huainan-7f6e98e9-c4fd-4ab1-9b1a-f1a71080d578-1KB","凤台县","工程建设","建筑工程","5.2","40",,"94","24/3/2023 00:00:00","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012003/20230324/7f6e98e9-c4fd-4ab1-9b1a-f1a71080d578-1KB.html","8","公开招标"
"ah-huainan-7f8dda00-9623-4664-82a7-e3d307740209-1KB","市级","工程建设","水利水电工程",,"0.4",,"119822729.26","3/4/2023 00:00:00","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012001/20230403/7f8dda00-9623-4664-82a7-e3d307740209-1KB.html","19","公开招标"
"ah-huainan-80386fa8-49d0-436d-badc-97594b81f35e-1KB",,"工程建设","公路工程",,"0",,,"9/11/2022 00:00:00","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012001/20221109/80386fa8-49d0-436d-badc-97594b81f35e-1KB.html","12","公开招标"
"ah-huainan-80b7fed4-42d4-47ec-bb23-65d051844f5f-1KB","凤台县","工程建设","工程货物",,"100",,"2098200.79","27/12/2022 00:00:00","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012003/20221227/80b7fed4-42d4-47ec-bb23-65d051844f5f-1KB.html","6","公开招标"
"ah-huainan-810dcd72-fe90-4a97-97d8-f8839d5c1ad8-1KB","市级","工程建设",,,"0",,,"7/6/2023 00:00:00","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012001/20230607/810dcd72-fe90-4a97-97d8-f8839d5c1ad8-1KB.html","40","公开招标"
"ah-huainan-81868ce2-a852-470d-b074-895c397c6c9a-1KB","市级","工程建设","建筑工程","4000000.0","0",,"3599855.11","1/12/2022 00:00:00","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012001/20221201/81868ce2-a852-470d-b074-895c397c6c9a-1KB.html","43","公开招标"
"ah-huainan-81c74a74-9b03-417c-adf2-d020130b951d-1KB","寿县","工程建设","工程货物类","5400000.0",,,"4457500.00","6/6/2023 00:00:00","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012002/20230606/81c74a74-9b03-417c-adf2-d020130b951d-1KB.html","31","公开招标"
"ah-huainan-822116e7-f2ed-475c-a416-6af0db3c23d5","凤台县","工程建设","水利水电工程",,"0",,"90","19/8/2021 00:00:00","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012003/20210819/822116e7-f2ed-475c-a416-6af0db3c23d5.html","14","公开招标"
"ah-huainan-82a41995-a68c-48f8-aae0-5b5f26017eca","市级","工程建设",,,,,,"20/9/2022 00:00:00","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012001/20220920/82a41995-a68c-48f8-aae0-5b5f26017eca.html","11","公开招标"
"ah-huainan-82f8d0b7-1c96-404d-aee8-eaa4ec02dc61-1KB","寿县","工程建设","建筑工程",,"1",,"131871987.42","8/2/2023 00:00:00","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012002/20230208/82f8d0b7-1c96-404d-aee8-eaa4ec02dc61-1KB.html","17","公开招标"
"ah-huainan-8432654a-13d4-4005-afe8-75c9a25d874f-1KB","寿县","工程建设","建筑工程","18945816.44","0.45","0.97","17842980.47","8/11/2022 00:00:00","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012002/20221108/8432654a-13d4-4005-afe8-75c9a25d874f-1KB.html","116","公开招标"
"ah-huainan-8597a9cd-0674-4d52-8611-a1057323abe3-1KB","市级","工程建设","建筑工程","5117000.0","0",,"4936600.00","12/6/2023 00:00:00","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012001/20230612/8597a9cd-0674-4d52-8611-a1057323abe3-1KB.html","13","公开招标"
"ah-huainan-85bfc1fb-72ed-444c-9467-780f6416fb30","市级","工程建设","水利水电工程",,"0.1",,"5115027.63","3/9/2021 00:00:00","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012001/20211026/85bfc1fb-72ed-444c-9467-780f6416fb30.html","167","公开招标"
"ah-huainan-8696bcda-a356-4f8c-b7d7-d7668ba14017-1KB","寿县","工程建设","水利水电工程","8704298.19","0.1",,"7958987.43","16/6/2023 00:00:00","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012002/20230616/8696bcda-a356-4f8c-b7d7-d7668ba14017-1KB.html","183","公开招标"
"ah-huainan-86b12637-5f5f-41a4-8aa3-5f4ecad1645d","市级","工程建设",,,,,,"16/6/2021 00:00:00","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012001/20210616/86b12637-5f5f-41a4-8aa3-5f4ecad1645d.html","86","公开招标"
"ah-huainan-882a20dc-9e44-4694-a035-a1ff841044bd-1KB","寿县","工程建设","建筑工程","686070.10","0.4","0.96","636261.41","3/1/2023 00:00:00","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012002/20230103/882a20dc-9e44-4694-a035-a1ff841044bd-1KB.html","147","公开招标"
"ah-huainan-88c7a210-0123-40b3-a2ec-f0b013ef08fe-1KB","凤台县","工程建设","市政公用工程","192414800.0","0",,"187947218.11","20/6/2023 00:00:00","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012003/20230620/88c7a210-0123-40b3-a2ec-f0b013ef08fe-1KB.html","13","公开招标"
"ah-huainan-88f1c20d-1c97-4f82-9cf1-d65e49f330dd-1KB","寿县","工程建设","建筑工程","4203417.44","0.4","0.98","3941124.19","14/6/2023 00:00:00","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012002/20230614/88f1c20d-1c97-4f82-9cf1-d65e49f330dd-1KB.html","181","公开招标"
"ah-huainan-8a300c4a-3275-4e58-a991-d56bd5bf2f02-1KB","寿县","工程建设","市政公用工程","4000000.0","-11.2","-9.4","3583771.74","5/6/2023 00:00:00","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012002/20230605/8a300c4a-3275-4e58-a991-d56bd5bf2f02-1KB.html","129","公开招标"
"ah-huainan-8a51997e-d7f4-49f4-ac17-39e7774fdeb6-1KB","市级","工程建设","建筑工程","49500000.0","3",,"42282900","14/11/2022 00:00:00","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012001/20221114/8a51997e-d7f4-49f4-ac17-39e7774fdeb6-1KB.html","18","公开招标"
"ah-huainan-8a8a944d-981a-4947-b6ae-de9d07fde03b-1KB","凤台县","工程建设","设计-采购-安装-运维一体化","46820825","0",,"97.42","23/12/2022 00:00:00","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012003/20221223/8a8a944d-981a-4947-b6ae-de9d07fde03b-1KB.html","3","公开招标"
"ah-huainan-8c8ef56c-c30e-4420-94e5-e76ce4dac581",,"工程建设","建筑工程","898438.41","0",,"644750.00","2/12/2021 00:00:00","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012002/20211202/8c8ef56c-c30e-4420-94e5-e76ce4dac581.html","4","邀请招标"
"ah-huainan-8d342f9e-9031-43ce-9d48-94081744ad92-1KB","寿县","工程建设","公路工程","36000000.0",,,"29800000.00","29/5/2023 00:00:00","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012002/20230529/8d342f9e-9031-43ce-9d48-94081744ad92-1KB.html","9","公开招标"
"ah-huainan-8d5991f5-de2b-4ba5-81e5-0ddb09297751",,"工程建设","建筑工程","2071914.02","0",,"2071914.02","7/12/2021 00:00:00","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012001/20211207/8d5991f5-de2b-4ba5-81e5-0ddb09297751.html","238","公开招标"
"ah-huainan-8d763234-7212-4fee-a7d4-39d92ae22c5e-1KB","凤台县","工程建设","建筑工程",,"0",,"3469642","6/1/2023 00:00:00","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012003/20230106/8d763234-7212-4fee-a7d4-39d92ae22c5e-1KB.html","12","公开招标"
"ah-huainan-8d825b44-7edf-47cc-a7c4-3f661d543b4d-1KB","市级","工程建设","建筑工程","19488400.0","0",,"16326020.81","21/6/2023 00:00:00","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012001/20230621/8d825b44-7edf-47cc-a7c4-3f661d543b4d-1KB.html","190","公开招标"
"ah-huainan-8dd0ea6f-eab0-42ab-b9cf-d751129a8153-1KB","寿县","工程建设",,"8834450","-15","-12.6","7722200","21/3/2023 00:00:00","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012002/20230321/8dd0ea6f-eab0-42ab-b9cf-d751129a8153-1KB.html","37","公开招标"
