id,county,classify,project_type,title,zbkzj,kbjj,k1,k2,numbers_bidders,publish_time,source_website_address,trade_method
ah-huainan-6045b323-aeff-4367-9ac6-66a0e954d340-1KB,寿县,工程建设,公路工程,寿县2023年农村公路村道安全防护工程项目,7606568.21,6900677.76,0.45,0.96,157,2023-03-27,http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012002/20230327/6045b323-aeff-4367-9ac6-66a0e954d340-1KB.html,公开招标
ah-huainan-61713641-ac5f-47bb-81fb-1c2c54c2042f-1KB,市级,工程建设,市政公用工程,淮南市毛集实验区自来水厂DBOO项目（EPC）总承包,55328100.00000001,54447196.6,0.0,,3,2022-12-08,http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012001/20221208/61713641-ac5f-47bb-81fb-1c2c54c2042f-1KB.html,公开招标
ah-huainan-621c542e-a888-49a0-8782-dea5edf11ebe-1KB,寿县,工程建设,公路工程,陶店回族乡农村公路提质改造等建设项目第四标段,899960.9,786526.51,-14.2,-11.0,268,2023-04-20,http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012002/20230420/621c542e-a888-49a0-8782-dea5edf11ebe-1KB.html,公开招标
ah-huainan-62785f94-dcdb-4cd9-943c-30ae8a386e9b-1KB,市级,工程建设,,潘集区皖北地区群众喝上引调水工程（茨源水厂改扩建-潘集镇小圩村、潘北新村水源替换项目）一标段,3530000.0,3447073.21,0.2,,466,2023-05-11,http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012001/20230511/62785f94-dcdb-4cd9-943c-30ae8a386e9b-1KB.html,公开招标
ah-huainan-62826369-534d-4d5f-9d31-ac6f8807334d-1KB,寿县,工程建设,,寿县第三中学新桥分校空调采购及安装项目,2634884.36,2434189.0,1.0,,25,2023-05-26,http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012002/20230526/62826369-534d-4d5f-9d31-ac6f8807334d-1KB.html,公开招标
ah-huainan-62cc4948-e41d-494d-a01c-ce99c6d1a4ab-1KB,市级,工程建设,建筑工程,安联海德公馆二期外墙保温真石漆工程,13000000.0,10536977.68,0.0,,58,2023-03-13,http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012001/20230313/62cc4948-e41d-494d-a01c-ce99c6d1a4ab-1KB.html,公开招标
ah-huainan-64e99d4a-2dc0-4951-b3f6-409fcaeb8935-1KB,,工程建设,建筑工程,淮南市消防救援培训基地队史馆和心理健康与促进中心建设设计采购施工一体化项目,4500000.0,4000119.09,0.0,,5,2022-12-22,http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012001/20221222/64e99d4a-2dc0-4951-b3f6-409fcaeb8935-1KB.html,公开招标
ah-huainan-65179599-e76c-40b6-9379-e4c274f833f4-1KB,寿县,工程建设,,古城区西南片区老旧小区改造设计招标项目,1500000.0,1284600.0,0.0,,16,2023-04-10,http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012002/20230410/65179599-e76c-40b6-9379-e4c274f833f4-1KB.html,公开招标
ah-huainan-6746fb23-9219-4666-8fc3-ebff20e09e81-1KB,市级,工程建设,市政公用工程,八公山区孔李地区水环境整治工程,60000000.0,56690415.75,,,16,2023-01-18,http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012001/20230118/6746fb23-9219-4666-8fc3-ebff20e09e81-1KB.html,公开招标
ah-huainan-67a59fa5-b557-472f-a158-b918ea2cdf14-1KB,寿县,工程建设,建筑工程,寿县老城区寿春苑停车场旅游公厕工程,832813.58,777514.76,0.6,0.96,148,2023-01-03,http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012002/20230103/67a59fa5-b557-472f-a158-b918ea2cdf14-1KB.html,公开招标
ah-huainan-67bb0a68-ad7b-45cf-bb72-6c60f5461591,寿县,工程建设,建筑工程,寿县城南小区、楚都小区钢结构玻璃雨棚项目,6431978.67,5839944.62,-8.2,-10.2,233,2021-10-09,http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012002/20211108/67bb0a68-ad7b-45cf-bb72-6c60f5461591.html,公开招标
ah-huainan-67db9b7f-c9b5-459c-a906-20df4f2fb9eb-1KB,寿县,工程建设,建筑工程,新集村扶贫基地建设项目（二期）,10893651.77,9915401.84,0.45,0.95,175,2023-04-03,http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012002/20230403/67db9b7f-c9b5-459c-a906-20df4f2fb9eb-1KB.html,公开招标
ah-huainan-68280e39-4cba-40c8-8a99-5ec3d3ecabab-1KB,凤台县,工程建设,公路工程,S102合阜路凤台段(K116+575-K120+386)路面改造提升工程,12500000.0,11837527.74,0.0,,22,2023-02-10,http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012003/20230210/68280e39-4cba-40c8-8a99-5ec3d3ecabab-1KB.html,公开招标
ah-huainan-68d21a46-f1ed-4e0a-92f1-de5b76c91147-1KB,寿县,工程建设,,寿县2023年高标准农田建设初步设计项目第三标段,1.1,1.056,,,20,2022-12-19,http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012002/20221219/68d21a46-f1ed-4e0a-92f1-de5b76c91147-1KB.html,公开招标
ah-huainan-696347af-e0a9-47b0-aea8-be649ab95ef5,寿县,工程建设,水利水电工程,寿县2021年度高标准农田建设项目（第三批）第24标段,8298499.36,7878595.29,0.3,-2.0,513,2021-09-09,http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012002/20211102/696347af-e0a9-47b0-aea8-be649ab95ef5.html,公开招标
ah-huainan-6963c3c7-4779-42dc-a315-dd62a0fd193e-1KB,寿县,工程建设,市政公用工程,寿县寿蔡路改造提升附属工程,10720853.32,9442710.51,-13.2,-10.6,184,2023-05-16,http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012002/20230516/6963c3c7-4779-42dc-a315-dd62a0fd193e-1KB.html,公开招标
ah-huainan-6a5034eb-4d3c-4a19-a54c-33b487af9e0a-1KB,寿县,工程建设,建筑工程,寿县老城区东北拐角塘旅游公厕工程,766618.07,709712.53,0.5,0.96,146,2023-01-03,http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012002/20230103/6a5034eb-4d3c-4a19-a54c-33b487af9e0a-1KB.html,公开招标
ah-huainan-6a70dea5-f053-40ab-a651-f8faa9124d54,,工程建设,水利水电工程,寿县2021年度高标准农田建设项目（第三批）第15标段,8298499.36,7878595.29,0.3,-2.0,510,2021-09-09,http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012002/20211102/6a70dea5-f053-40ab-a651-f8faa9124d54.html,公开招标
ah-huainan-6a80a4bd-b2e6-4456-8f70-067d1158e69e-1KB,市级,工程建设,水利水电工程,田家庵区2023年曹庵镇农村供水保障工程项目,10000000.0,9264741.74,0.1,,906,2023-04-06,http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012001/20230406/6a80a4bd-b2e6-4456-8f70-067d1158e69e-1KB.html,公开招标
ah-huainan-6b0e2808-9939-4fae-bf8d-564f7b8fcc9a,,工程建设,水利水电工程,寿县2021年度高标准农田建设项目（第三批）第21标段,8298499.36,7878595.29,0.3,-2.0,503,2021-09-09,http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012002/20211102/6b0e2808-9939-4fae-bf8d-564f7b8fcc9a.html,公开招标
